USGS,,,,,,,,°C,uS/cm,uS/cm,,,ueq/L,mg/L,mg/L,mg/L,mg/L,mg/L,,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,µg/L,µg/L,µg/L,,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,mg/L,ug/L,ug/L,ug/L
SITE ID,SITE,TYPE,YEAR,MONTH,DAY,DATE,TIME,TEMP,FLDCOND,LABCOND,FLDPH,LABPH,ANC,CA,MG,NA,K,NH4,AAA,SO4,NO3,NO3_NREL,PO4,CL,F,SiO2,AL,FE,MN,LAB,DOC,TDN,NH4 calc,NO3 calc,TIN,TDN calc,DON,PO4_NREL,PO4_NREL calc,TP_NREL,TP_NREL calc,DOP,TP_HSWL,TP_UTS,CHL_A
401733105392404,LOCH.O ,NORMAL,2019,1,15,1/15/2019,16:08,0.1,24.19,27.37,,6.772,121.62425,3.319,0.468,1.074,0.253,0.025,,4.4602,1.3975,,0.005,0.2636,0.074,4.00745,,,,USFS,1.052,0.4698,0.0194125,0.31569525,0.33510775,0.4698,0.13469225,,,,,,,6.39,0.408259542
401733105392404,LOCH.O ,NORMAL,2019,1,22,1/22/2019,13:22,-0.2,12.45,25.85,,6.862,126.295,3.147,0.446,1.132,0.243,0.008,,4.3828,1.2301,,0.005,0.3042,0.074,4.100117,,,,USFS,1.469,0.6916,0.006212,0.27787959,0.28409159,0.6916,0.40750841,,,,,,,9.72,
401733105392404,LOCH.O ,NORMAL,2019,1,29,1/29/2019,13:31,0.0,25.60,26.83,,6.738,111.30825,3.108,0.494,1.24,0.232,0.021,,4.3947,1.2687,,0.005,0.2733,0.07,5.86079,,,,USFS,1.3,0.6434,0.0163065,0.28659933,0.30290583,0.6434,0.34049417,,,,,,,11.2,
401733105392404,LOCH.O ,NORMAL,2019,2,5,2/5/2019,13:33,0.0,21.03,26.42,,6.838,130.85,3.026,0.491,1.366,0.2394,0.053,,4.514,1.2272,,0.005,0.2498,0.084,,,,,USFS,1.485,0.4953,0.0411545,0.27722448,0.31837898,0.4953,0.17692102,,,,,,,,
401733105392404,LOCH.O ,BLANK,2019,2,12,2/12/2019,13:54,,1.40,1.52,,5.468,3.6584,0.005,0.018,0.014,0.027,0.002,,0.005,0.0015,,0.005,0.005,0.005,,,,,USFS,0.026,0.00163,0.001553,0.00034,0.00189,0.001967,0.000077,,,,,,,0.02,
401733105392404,LOCH.O ,NORMAL,2019,2,12,2/12/2019,13:53,0.0,24.33,25.39,,6.548,123.1688,3.036,0.464,1.135,0.238,0.029,,4.0933,1.2168,,0.005,0.2019,0.097,,,,,USFS,0.8914,0.4296,0.0225185,0.27487512,0.29739362,0.4296,0.13220638,,,,,,,12.5,
401733105392404,LOCH.O ,NORMAL,2019,2,19,2/19/2019,14:15,0.0,16.52,25.67,,6.602,129.281,2.945,0.455,1.085,0.208,0.024,,3.8368,1.2573,,0.005,0.1966,0.087,4.100117,,,,USFS,0.9826,0.48,0.018636,0.28402407,0.30266007,0.48,0.17733993,,,,,,,,0.888205402
401733105392404,LOCH.O ,NORMAL,2019,2,26,2/26/2019,12:46,0.5,24.10,25.57,,6.592,116.92,2.861,0.476,1.144,0.229,0.06,,3.9017,1.2614,,0.005,0.2516,0.094,4.594341,,,,USFS,0.9757,0.4049,0.04659,0.28495026,0.33154026,0.4049,0.07335974,,,,,,,,
401733105392404,LOCH.O ,NORMAL,2019,3,5,3/5/2019,12:34,0.0,13.92,25.79,,6.55,133.8524,2.861,0.467,1.146,0.241,0.05,,3.8539,1.2244,,0.005,0.2528,0.088,4.347229,,,,USFS,1.823,0.6018,0.038825,0.27659196,0.31541696,0.6018,0.28638304,,,,,,,35.9,
401733105392403,LOCH.LH,NORMAL,2019,3,12,3/12/2019,10:45,2.7,29.16,29.89,,6.918,102.2984,3.473,0.642,1.462,0.274,0.049,,4.0874,1.1681,,0.005,0.4071,0.141,4.563452,,,,USFS,1.936,0.7128,0.0380485,0.26387379,0.30192229,0.7128,0.41087771,,,,,,,39.6,0.992805745
401733105392401,LOCH.LS,NORMAL,2019,3,12,3/12/2019,10:48,0.3,29.24,26.03,,6.718,96.902,2.82,0.558,0.958,0.358,0.061,,4.4789,1.1364,,0.005,,0.123,4.31634,,,,USFS,2.179,0.6775,0.0473665,0.25671276,0.30407926,0.6775,0.37342074,,,,,,,13,1.218218666
401733105392404,LOCH.O ,NORMAL,2019,3,12,3/12/2019,11:42,1.8,22.85,25.6,,6.576,131.4808,2.767,0.475,1.264,0.273,0.06,,3.7636,1.1972,,0.005,0.3875,0.086,4.378118,,,,USFS,1.409,0.5802,0.04659,0.27044748,0.31703748,0.5802,0.26316252,,,,,,,,5.669539974
401733105392404,LOCH.O ,NORMAL,2019,3,19,3/19/2019,12:48,0.0,4.44,26.2,,6.417,128.3576,2.738,0.521,1.198,0.312,0.078,,4.0604,1.1265,,0.005,0.3635,0.11,,,,,USFS,1.233,0.6604,0.060567,0.25447635,0.31504335,0.6604,0.34535665,,,,,,,,
401733105392404,LOCH.O ,NORMAL,2019,3,26,3/26/2019,12:06,0.3,20.58,25.75,,6.52,124.084,2.657,0.5,1.202,0.271,0.059,,3.9078,1.0766,,0.005,0.2918,0.084,5.181232,,,,USFS,1.44,0.6973,0.0458135,0.24320394,0.28901744,0.6973,0.40828256,,,,,,,26.2,
401733105392404,LOCH.O ,NORMAL,2019,4,2,4/2/2019,11:45,0.2,19.31,24.95,,6.28,117.8928,2.869,0.502,1.18,0.277,0.02,,3.9661,0.842,,0.005,0.2904,0.107,3.513226,,,,USFS,1.494,0.424,0.01553,0.1902078,0.2057378,0.424,0.2182622,,,,,,,11.8,
401733105392404,LOCH.O ,DUPE,2019,4,9,4/9/2019,13:56,0.6,17.07,23.89,,6.378,119.944,2.64,0.473,1.111,0.241,0.015,,3.682,0.8386,,0.005,0.2443,0.081,3.358781,,,,USFS,1.76,0.4079,0.0116475,0.18943974,0.20108724,0.4079,0.20681276,,,,,,,22.4,
401733105392404,LOCH.O ,NORMAL,2019,4,9,4/9/2019,13:55,0.6,17.07,23.73,,6.379,119.648,2.623,0.471,1.117,0.238,0.016,,3.7062,0.8479,,0.005,0.2447,0.076,3.266114,,,,USFS,1.777,0.4198,0.012424,0.19154061,0.20396461,0.4198,0.21583539,,,,,,,35.5,
401733105392404,LOCH.O ,NORMAL,2019,4,16,4/16/2019,15:33,1.2,14.33,20.25,,6.34,119.168,2.222,0.492,0.963,0.218,0.015,,2.6473,0.769,,0.005,0.2462,0.085,3.636782,,,,USFS,2.713,0.3289,0.0116475,0.1737171,0.1853646,0.3289,0.1435354,,,,,,,15.2,
401733105392403,LOCH.LH,NORMAL,2019,4,23,4/23/2019,11:15,4.2,22.14,24.97,,6.972,,,,,,,,,,,,,,,,,,USFS,,,,,,,,,,,,,,23,2.633774608
401733105392401,LOCH.LS,NORMAL,2019,4,23,4/23/2019,11:16,0.7,22.12,18.62,,6.782,86.3728,2.085,0.387,0.802,0.343,0.085,,1.7925,0.8014,,0.005,0.4985,0.055,3.575004,,,,USFS,3.598,0.9123,0.0660025,0.18103626,0.24703876,0.9123,0.66526124,,,,,,,235,0.868182841
401733105392404,LOCH.O ,NORMAL,2019,4,23,4/23/2019,11:48,1.2,19.68,19.51,,6.214,97.048,2.249,0.42,0.664,0.226,0.032,,2.6397,0.6243,,0.005,0.2498,0.09,3.945672,,,,USFS,3.635,0.4785,0.024848,0.14102937,0.16587737,0.4785,0.31262263,,,,,,,28.7,0.124845921
401733105392404,LOCH.O ,NORMAL,2019,5,7,5/7/2019,11:43,2.1,11.57,19.16,,6.252,94.9824,2.104,0.415,0.778,0.23,0.023,,2.7151,0.677,,0.005,0.2432,0.09,,,,,USFS,3.174,0.4087,0.0178595,0.1529343,0.1707938,0.4087,0.2379062,,,,,,,17.6,
401733105392404,LOCH.O ,NORMAL,2019,5,14,5/14/2019,12:37,1.9,10.26,18.2,,6.476,75.7008,2.249,0.424,0.721,0.211,0.017,,2.7582,0.6165,,0.005,0.2482,0.09,3.544115,,,,USFS,3.443,0.3808,0.0132005,0.13926735,0.15246785,0.3808,0.22833215,,,,,,,20.1,
401733105392404,LOCH.O ,NORMAL,2019,5,22,5/22/2019,13:25,1.4,16.56,17.7,,6.385,64.07385,1.861,0.365,0.724,0.222,0.014,,2.9284,1.1312,,0.005,0.2542,0.071,3.266114,,,,USFS,3.588,0.499,0.010871,0.25553808,0.26640908,0.499,0.23259092,,,,,,,9.92,
401733105392404,LOCH.O ,NORMAL,2019,5,28,5/28/2019,13:13,2.4,16.66,15.87,,6.309,50.90225,1.748,0.339,0.645,0.175,0.014,,2.2312,1.1368,,0.005,0.1918,0.06,3.142558,,,,USFS,3.704,0.511,0.010871,0.25680312,0.26767412,0.511,0.24332588,,,,,,,8.56,0.140990165
401733105392404,LOCH.O ,NORMAL,2019,6,4,6/4/2019,11:40,2.3,15.80,14.74,,6.264,54.024,1.76,0.349,0.72,0.162,0.042,,2.0072,1.2131,,0.005,0.2264,0.101,2.926335,,,,USFS,3.942,0.4965,0.032613,0.27403929,0.30665229,0.4965,0.18984771,,,,,,,10.8,0.761395845
401733105392401,LOCH.LS,NORMAL,2019,6,11,6/11/2019,12:00,,,14.86,,6.69,51.0296,1.722,0.287,0.614,0.207,0.013,,2.0098,1.2754,,0.005,0.2294,0.065,2.524778,,,,USFS,2.58,0.6216,0.0100945,0.28811286,0.29820736,0.6216,0.32339264,,,,,,,17.2,0.586390913
401733105392404,LOCH.O ,BLANK,2019,6,11,6/11/2019,12:18,,1.55,2.05,,6.398,4.4312,0.009,0.004,0.04,0.002,0.014,,0.046,0.0046,,0.005,0.0822,0.065,0.949439,,,,USFS,0.0278,0.00951,0.010871,0.00103914,0.01191014,0.01191014,0,,,,,,,0.02,0.013381011
401733105392404,LOCH.O ,NORMAL,2019,6,11,6/11/2019,12:17,4.1,16.49,14.84,,5.402,50.3048,1.527,0.37,0.607,0.146,0.008,,1.9835,1.2874,,0.005,0.2064,0.061,2.463,,,,USFS,2.517,0.5756,0.006212,0.29082366,0.29703566,0.5756,0.27856434,,,,,,,9.68,
401733105392404,LOCH.O ,NORMAL,2019,6,18,6/18/2019,12:01,4.5,12.78,14.19,,6.523,51.7696,1.321,0.389,0.73,0.114,0.043,,1.9883,1.1801,,0.005,0.182,0.103,2.493889,,,,USFS,2.311,0.6616,0.0333895,0.26658459,0.29997409,0.6616,0.36162591,,,,,,,11.1,8.390171322
401723105394800,AND.CRK,NORMAL,2019,6,24,6/24/2019,12:08,4.0,9.62,15.47,,6.754,46.04,1.635,0.333,0.577,0.193,0.009,,2.2613,1.8561,,0.005,0.1752,0.044,2.308555,,,,USFS,1.431,0.7117,0.0069885,0.41929299,0.42628149,0.7117,0.28541851,,,,,,,12.6,
401733105392400,LOCH.I ,NORMAL,2019,6,24,6/24/2019,12:23,4.5,10.07,17.59,,6.66,54.94,1.922,0.329,0.637,0.203,0.027,,2.4102,1.5976,,0.005,0.1915,0.052,2.061443,,,,USFS,1.756,0.663,0.0209655,0.36089784,0.38186334,0.663,0.28113666,,,,,,,14.9,
401733105392403,LOCH.LH,NORMAL,2019,6,24,6/24/2019,13:29,,,15.49,,6.725,63.303,1.801,0.324,0.575,0.177,0.01,,1.9923,1.3293,,0.005,0.1784,0.026,1.968776,,,,USFS,2.011,0.5628,0.007765,0.30028887,0.30805387,0.5628,0.25474613,,,,,,,8.61,0.140082334
401733105392401,LOCH.LS,NORMAL,2019,6,24,6/24/2019,13:24,,,15.43,,6.762,53.97,2.004,0.346,0.588,0.195,0.048,,2.0019,1.3321,,0.005,0.198,0.027,2.15411,,,,USFS,2.049,0.5689,0.037272,0.30092139,0.33819339,0.5689,0.23070661,,,,,,,19,0.441466968
401733105392404,LOCH.O ,NORMAL,2019,6,24,6/24/2019,12:55,4.5,9.03,13.02,,6.457,41.47,1.205,0.352,0.58,0.125,0.012,,2.0094,1.3323,,0.005,0.1748,0.078,1.659886,,,,USFS,1.087,0.8226,0.009318,0.30096657,0.31028457,0.8226,0.51231543,,,,,,,19.1,0.130981821
401642105400600,SKY.IS,NORMAL,2019,6,24,6/24/2019,10:00,2.3,16.80,22.98,,6.313,19.533,2.71275,0.456,0.756,0.225,0.02,,4.6036,3.5804,,0.005,0.2161,0.081,1.906998,,,,USFS,0.7039,1.219,0.01553,0.80881236,0.82434236,1.219,0.39465764,,,,,,,16.6,2.468677084
401642105400603,SKY.LH ,NORMAL,2019,6,24,6/24/2019,10:44,2.2,17.77,10.89,,6.708,47.7448,1.341,0.185,0.39,0.125,0.046,,1.653,1.0103,,0.005,0.1513,0.123,1.412774,,,,USFS,1.926,0.5454,0.035719,0.22822677,0.26394577,0.5454,0.28145423,,,,,,,11.4,0.599480513
401733105392401,SKY.LS ,NORMAL,2019,6,24,6/24/2019,10:23,1.7,11.10,10.24,,6.749,36.35,1.257,0.121,0.557,0.179,0.029,,2.073,0.7934,,0.005,0.1753,0.04,1.196551,,,,USFS,0.8686,0.6585,0.0225185,0.17922906,0.20174756,0.6585,0.45675244,,,,,,,20.6,1.282349283
401642105400604,SKY.O,NORMAL,2019,6,24,6/24/2019,10:39,1.1,11.46,16.15,,6.645,46.28,1.783,0.331,0.585,0.193,0.016,,2.9626,1.805,,0.005,0.1832,0.058,2.092332,,,,USFS,0.9261,0.7495,0.012424,0.4077495,0.4201735,0.7495,0.3293265,,,,,,,13.6,1.264568857
401733105392404,LOCH.O ,NORMAL,2019,7,2,7/2/2019,11:10,6.0,13.11,13.62,,6.459,41.1328,1.3,0.373,0.671,0.186,0.006,,2.0582,1.513,,0.005,0.1983,0.082,1.814331,,,,USFS,1.546,0.7877,0.004659,0.3417867,0.3464457,0.7877,0.4412543,,,,,,,14.5,
401733105392404,LOCH.O ,NORMAL,2019,7,9,7/9/2019,12:55,8.7,11.96,12.39,,6.477,44.4856,1.097,0.32,0.58,0.163,0.0299,,2.1587,1.2343,,0.005,0.2394,0.111,1.53633,,,,USFS,1.598,0.7175,0.02321735,0.27882837,0.30204572,0.7175,0.41545428,,,,,,,7.04,
401733105392404,LOCH.O ,NORMAL,2019,7,16,7/16/2019,12:27,10.5,11.40,11.37,,6.489,50.1136,1.111,0.258,0.439,0.146,0.028,,1.6173,0.9113,,0.005,0.2403,0.116,1.258329,,,,USFS,1.138,0.4217,0.021742,0.20586267,0.22760467,0.4217,0.19409533,,,,,,,13.6,
401718105404004,AND.TO,NORMAL,2019,7,19,7/19/2019,10:40,6.7,5.17,4.34,,6.694,12.36,0.171,0.066,0.156,0.138,0.011,,0.5402,0.9787,,0.005,0.1382,0.005,1.011217,,,,USFS,1.131,0.4267,0.0085415,0.22108833,0.22962983,0.4267,0.19707017,,,,,,,17.2,
401733105392404,LOCH.O ,NORMAL,2019,7,23,7/23/2019,11:32,10.2,9.71,10.23,,6.471,43.7536,1.018,0.248,0.365,0.164,0.009,,1.6971,0.7852,,0.005,0.1776,0.112,1.165662,,,,USFS,1.457,0.3471,0.0069885,0.17737668,0.18436518,0.3471,0.16273482,,,,,,,7.36,
401723105394800,AND.CRK,NORMAL,2019,7,29,7/29/2019,9:35,4.0,10.12,10.72,,6.791,32.5096,1.508,0.196,0.43,0.212,0.021,,1.2126,0.9903,,0.005,0.1458,0.043,2.215888,,,,USFS,0.777,0.4005,0.0163065,0.22370877,0.24001527,0.4005,0.16048473,,,,,,,12.8,
401733105392400,LOCH.I ,NORMAL,2019,7,29,7/29/2019,9:49,6.6,10.36,11.14,,6.65,35.3592,1.26,0.225,0.494,0.246,0.088,,1.5587,0.8335,,0.005,0.2376,0.088,1.381885,,,,USFS,0.7767,0.3196,0.068332,0.18828765,0.25661965,0.3196,0.06298035,,,,,,,15.5,
401733105392404,LOCH.O ,NORMAL,2019,7,29,7/29/2019,10:08,10.1,9.63,10.65,,6.41,41.0904,1.295,0.242,0.454,0.174,0.055,,1.5041,0.7554,,0.005,0.128,0.059,1.134773,,,,USFS,1.064,0.3571,0.0427075,0.17064486,0.21335236,0.3571,0.14374764,,,,,,,8.29,0.776984446
401642105400600,SKY.IS,NORMAL,2019,7,29,7/29/2019,8:34,1.0,10.33,10.2,,6.325,23.58225,1.06,0.144,0.415,0.239,0.038,,1.5787,1.0768,,0.005,0.2214,0.128,1.22744,,,,USFS,0.6167,0.4222,0.029507,0.24324912,0.27275612,0.4222,0.14944388,,,,,,,8.89,
401642105400603,SKY.LH ,NORMAL,2019,7,29,7/29/2019,8:38,7.1,9.37,9.75,,6.63,32.9144,1.074,0.158,0.355,0.115,0.041,,1.4426,0.7139,,0.005,0.0933,0.084,1.165662,,,,USFS,0.6852,0.2878,0.0318365,0.16127001,0.19310651,0.2878,0.09469349,,,,,,,13.5,2.43762025
401733105392401,SKY.LS ,NORMAL,2019,7,29,7/29/2019,8:37,8.4,8.91,9.57,,6.727,31.744,1.197,0.147,0.358,0.124,0.044,,1.4257,0.6698,,0.005,0.0947,0.081,1.258329,,,,USFS,0.9313,0.4066,0.034166,0.15130782,0.18547382,0.4066,0.22112618,,,,,,,14.4,1.45830415
401642105400604,SKY.O,DUPE,2019,7,29,7/29/2019,9:02,6.4,10.03,9.93,,6.516,34.336,1.049,0.231,0.414,0.153,0.026,,1.5416,0.753,,0.005,0.1306,0.079,1.134773,,,,USFS,0.7254,0.3064,0.020189,0.1701027,0.1902917,0.3064,0.1161083,,,,,,,9.75,2.104509227
401642105400604,SKY.O,NORMAL,2019,7,29,7/29/2019,9:01,6.4,10.03,9.93,,6.526,35.5032,1.014,0.232,0.417,0.146,0.028,,1.528,0.7426,,0.005,0.1155,0.075,1.814331,,,,USFS,0.7198,0.3154,0.021742,0.16775334,0.18949534,0.3154,0.12590466,,,,,,,4.66,2.050217263
401843105400603,EMERALD.O,NORMAL,2019,8,6,8/6/2019,7:10,9.7,8.40,9.49,,6.64,38.5344,1.155,0.207,0.371,0.202,0.036,,0.7602,1.2125,,0.005,0.15,0.005,1.320107,,,,USFS,0.6086,0.3338,0.027954,0.27390375,0.30185775,0.3338,0.03194225,,,,,,,10.2,
401821105394402,HAIYAHA.O,DUPE,2019,8,6,8/6/2019,8:25,8.2,11.80,12.17,,6.628,53.9744,1.331,0.245,0.56,0.164,0.04,,1.754,1.1152,,0.005,0.0929,0.016,2.061443,,,,USFS,0.5416,0.3641,0.03106,0.25192368,0.28298368,0.3641,0.08111632,,,,,,,21.5,
401821105394402,HAIYAHA.O,NORMAL,2019,8,6,8/6/2019,8:24,8.2,11.80,12.15,,6.614,49.2584,1.355,0.246,0.564,0.165,0.039,,1.7554,1.1221,,0.005,0.1038,0.019,2.308555,,,,USFS,0.5514,0.3559,0.0302835,0.25348239,0.28376589,0.3559,0.07213411,,,,,,,16.7,
401733105392404,LOCH.O ,NORMAL,2019,8,6,8/6/2019,10:40,11.7,9.50,10.67,,6.527,47.3392,1.279,0.224,0.423,0.136,0.048,,1.4763,0.6559,,0.005,0.0944,0.066,1.258329,,,,USFS,0.747,0.251,0.037272,0.14816781,0.18543981,0.251,0.06556019,,,,,,,9.45,
401733105392404,LOCH.O ,DUPE,2019,8,13,8/13/2019,11:31,11.1,11.23,10.85,,6.603,44.3952,1.417,0.256,0.438,0.133,0.014,,1.8027,0.705,,0.005,0.0901,0.094,0.764105,,,,USFS,0.81,0.2614,0.010871,0.1592595,0.1701305,0.2614,0.0912695,,,,,,,9.18,
401733105392404,LOCH.O ,NORMAL,2019,8,13,8/13/2019,11:30,11.1,11.23,10.88,,6.608,44.8712,1.382,0.247,0.435,0.125,0.014,,1.7764,0.6982,,0.005,0.0844,0.094,1.320107,,,,USFS,0.816,0.2523,0.010871,0.15772338,0.16859438,0.2523,0.08370562,,,,,,,10.5,
401733105392403,LOCH.LH,NORMAL,2019,8,15,8/15/2019,11:29,9.7,10.93,13.09,,6.677,57.728,1.744,0.27,0.468,0.143,0.02,,1.6519,0.757,,0.005,0.11,0.071,,,,,USFS,0.654,0.244,0.01553,0.1710063,0.1865363,0.244,0.0574637,,,,,,,11.4,
401733105392401,LOCH.LS,NORMAL,2019,8,15,8/15/2019,11:28,12.3,10.14,11.72,,6.747,48.9568,1.402,0.239,0.459,0.129,0.04,,1.6039,0.6063,,0.005,0.1177,0.052,,,,,USFS,0.749,0.276,0.03106,0.13696317,0.16802317,0.276,0.10797683,,,,,,,8.99,
401642105400600,SKY.IS,NORMAL,2019,8,20,8/20/2019,8:05,,,11.92,,6.422,23.356,1.31,0.221,0.393,0.118,0.045,,2.3145,1.2315,,0.005,0.1016,0.061,0.794994,,,,USFS,0.351,0.414,0.0349425,0.27819585,0.31313835,0.414,0.10086165,,,,,,,18.6,
401642105400603,SKY.LH ,NORMAL,2019,8,20,8/20/2019,7:38,8.3,17.16,10.06,,6.723,36.8112,1.263,0.189,0.384,0.129,0.022,,1.6548,0.5076,,0.005,0.1249,0.02,0.547882,,,,USFS,0.71,0.407,0.017083,0.11466684,0.13174984,0.407,0.27525016,,,,,,,12.6,1.785814065
401733105392401,SKY.LS ,NORMAL,2019,8,20,8/20/2019,7:39,8.1,15.02,10.57,,6.792,44.9208,1.156,0.172,0.371,0.108,0.069,,1.5277,0.4244,,0.005,0.1127,0.071,0.764105,,,,USFS,0.583,0.287,0.0535785,0.09587196,0.14945046,0.287,0.13754954,,,,,,,13.3,
401642105400604,SKY.O,NORMAL,2019,8,20,8/20/2019,7:35,,,10.27,,6.756,37.044,1.565,0.192,0.383,0.105,0.031,,1.6638,0.492,,0.005,0.1016,0.076,0.733216,,,,USFS,0.49,0.228,0.0240715,0.1111428,0.1352143,0.228,0.0927857,,,,,,,11.1,1.140020364
401733105392400,LOCH.I ,NORMAL,2019,8,22,8/22/2019,8:23,8.2,14.19,11.44,,6.789,41.0576,1.355,0.209,0.471,0.121,0.011,,1.667,0.951,,0.005,0.098,0.062,1.604454,,,,USFS,0.823,0.3487,0.0178595,0.2148309,0.2326904,0.3487,0.1160096,,,,,,,7.16,
401733105392403,LOCH.LH,NORMAL,2019,8,22,8/22/2019,8:55,10.8,14.35,11.81,,6.789,52.1784,1.5,0.262,0.483,0.138,0.05,,2.006,0.8015,,0.005,0.0974,0.109,1.661482,,,,USFS,0.66,0.304,0.0085415,0.18105885,0.18960035,0.304,0.11439965,,,,,,,26,0.462896939
401733105392401,LOCH.LS,DUPE,2019,8,22,8/22/2019,9:06,11.4,14.01,12.92,,6.681,70.6704,1.593,0.289,0.479,0.129,0.031,,1.764,0.7471,,0.005,0.1069,0.071,1.625084,,,,USFS,0.676,0.287,0.038825,0.16876989,0.20759489,0.287,0.07940511,,,,,,,12,0.54533016
401733105392401,LOCH.LS,NORMAL,2019,8,22,8/22/2019,9:05,11.4,14.01,12.84,,6.84,69.112,1.599,0.286,0.49,0.139,0.032,,1.7446,0.6026,,0.005,0.1085,0.071,1.599392,,,,USFS,0.846,0.371,0.0240715,0.13612734,0.16019884,0.371,0.21080116,,,,,,,7.03,0.388712528
401733105392404,LOCH.O ,NORMAL,2019,8,22,8/22/2019,9:48,12.1,13.68,11.39,,6.837,50.5752,1.378,0.251,0.492,0.143,0.042,,1.7495,0.5981,,0.005,0.1184,0.08,1.547426,,,,USFS,0.811,0.346,0.024848,0.13511079,0.15995879,0.346,0.18604121,,,,,,,9.26,0.242235537
401723105394800,AND.CRK,NORMAL,2019,8,27,8/27/2019,13:31,,,11.3,,6.645,52.9088,1.029,0.289,0.469,0.147,0.023,,1.7385,0.6473,,0.005,0.1141,0.072,,,,,USFS,0.788,0.255,0.032613,0.14622507,0.17883807,0.255,0.07616193,,,,,,,13,
401733105392404,LOCH.O ,NORMAL,2019,8,27,8/27/2019,14:23,12.6,9.52,11.82,,6.684,53.116,1.408,0.258,0.505,0.162,0.057,,1.842,0.563,,0.005,0.116,0.097,0.91855,,,,USFS,1.322,0.3808,0.0442605,0.1271817,0.1714422,0.3808,0.2093578,,,,,,,19.9,
401733105392404,LOCH.O ,NORMAL,2019,9,3,9/3/2019,13:24,14.5,9.85,12.05,,6.705,56.4912,1.515,0.207,0.397,0.16,0.086,,1.481,0.414,,0.005,0.1655,0.112,1.042106,,,,USFS,1.31,0.3535,0.066779,0.0935226,0.1603016,0.3535,0.1931984,,,,,,,12.5,
403033105363800,HUSTED.LS,NORMAL,2019,9,7,9/7/2019,10:46,15.1,11.05,14.61,,6.792,117.296,2.108,0.275,0.837,0.27,0.049,,0.513,0.098,,0.005,0.234,0.222,1.381885,,,,USFS,2.718,0.2783,0.0380485,0.0221382,0.0601867,0.2783,0.2181133,,,,,,,16.7,0.473324218
403028105371303,LOUISE.I,NORMAL,2019,9,7,9/7/2019,9:44,7.4,35.64,28.91,,6.971,223.7728,3.952,0.401,1.16,0.366,0.045,,2.502,0.45,,0.005,0.276,0.44,0.553784,,,,USFS,1.104,0.2924,0.0349425,0.101655,0.1365975,0.2924,0.1558025,,,,,,,18.8,2.44798286
403028105371302,LOUISE.O,NORMAL,2019,9,7,9/7/2019,10:07,11.1,26.21,26.19,,6.975,205.904,3.971,0.395,1.074,0.278,0.044,,2.002,0.369,,0.005,0.294,0.437,,,,,USFS,1.182,0.2632,0.034166,0.0833571,0.1175231,0.2632,0.1456769,,,,,,,14.4,2.276438299
401733105392404,LOCH.O ,NORMAL,2019,9,10,9/10/2019,10:53,10.5,10.61,12.53,,6.673,56.1648,1.413,0.271,0.642,0.16,0.084,,2.089,0.684,,0.005,0.1587,0.093,1.736408,,,,USFS,0.8965,0.2749,0.065226,0.1545156,0.2197416,0.2749,0.0551584,,,,,,,16.7,
401723105394800,AND.CRK,NORMAL,2019,9,19,9/19/2019,11:36,6.1,9.55,14.14,,6.585,41.696,1.648,0.272,0.623,0.183,0.018,,2.258,1.3159,,0.005,0.1846,0.06,2.6492,,,,USFS,0.3391,0.3953,0.013977,0.29726181,0.31123881,0.3953,0.08406119,,,,,,,7.21,
401733105392400,LOCH.I ,NORMAL,2019,9,19,9/19/2019,12:03,6.6,11.41,15.94,,6.743,55.8168,2.013,0.303,0.657,0.169,0.041,,2.8355,1.2662,,0.005,0.2089,0.082,2.183552,,,,USFS,0.6465,0.3993,0.0318365,0.28603458,0.31787108,0.3993,0.08142892,,,,,,,11.4,
401733105392404,LOCH.O ,NORMAL,2019,9,19,9/19/2019,12:56,9.8,9.37,14.69,,6.578,57.7872,1.551,0.31,0.64,0.191,0.034,,2.6287,0.8836,,0.005,0.1512,0.088,1.959056,,,,USFS,0.7585,0.3296,0.026401,0.19960524,0.22600624,0.3296,0.10359376,,,,,,,15.5,
401733105392404,LOCH.O ,NORMAL,2019,9,24,9/24/2019,11:00,,,15.99,,6.713,57.9648,1.697,0.331,0.747,0.179,0.041,,2.9874,1.1562,,0.005,0.414,0.105,1.996164,,,,USFS,1.109,0.4052,0.023295,0.26118558,0.28448058,0.4052,0.12071942,,,,,,,18.2,
401642105400600,SKY.IS,NORMAL,2019,9,24,9/24/2019,10:01,1.5,28.06,21.21,,6.755,27.8528,2.50425,0.348,0.796,0.231,0.009,,2.9412,0.9864,,0.005,0.5366,0.037,2.293028,,,,USFS,1.054,0.3881,0.0349425,0.22282776,0.25777026,0.3881,0.13032974,,,,,,,25.7,
401642105400604,SKY.O,NORMAL,2019,9,24,9/24/2019,10:00,4.2,16.52,14.86,,6.634,46.5952,1.747,0.286,0.611,0.128,0.016,,2.8192,0.9529,,0.005,0.2591,0.121,1.88484,,,,USFS,0.7168,0.3409,0.0318365,0.21526011,0.24709661,0.3409,0.09380339,,,,,,,26.1,0.65
