siteId,labno,dateOn,dateOff,yrmonth,ph,Conduc,flagCa,Ca,flagMg,Mg,flagK,K,flagNa,na,flagNH4,NH4,flagNO3,NO3,flagCl,Cl,flagSO4,SO4,svol,ppt,subppt,valcode,invalcode,modifiedOn
CO98,ND8172OW,11/19/85 18:00,11/26/85 18:00,198511,-9,-9, ,-9, ,-9, ,-9, ,-9,<,-9, ,-9, ,-9, ,-9,69,59.69,59.69,  ,u           ,9/24/86
CO98,ND8311OW,11/26/85 18:00,12/3/85 18:00,198511,4.96,6.9, ,0.13, ,0.025, ,0.035, ,0.039,<,0.02, ,0.71, ,0.09, ,0.46,360.3,36.32,36.32,w ,            ,9/24/86
CO98,ND8536OW,12/3/85 18:00,12/10/85 18:00,198512,4.97,5.2, ,0.03, ,0.013, ,0.003, ,0.016,<,0.02,<,0.03,<,0.03, ,0.17,2120.2,35.31,35.31,w ,            ,9/24/86
CO98,ND8767OW,12/10/85 18:00,12/17/85 18:00,198512,4.67,14, ,0.31, ,0.065, ,0.061, ,0.114,<,0.02, ,1.72, ,0.2, ,1.07,98.8,10.16,10.16,w ,            ,9/24/86
CO98,ND9368OW,12/17/85 18:00,12/24/85 18:00,198512,4.74,36.8, ,1.32, ,0.322, ,0.176, ,0.575,<,0.15, ,4.29, ,0.69, ,6.29,14.9,14.73,14.73,wa,            ,10/15/86
CO98,ND9213OW,12/24/85 18:00,12/31/85 18:00,198512,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0.6,10.16,10.16,  ,v           ,9/16/86
CO98,ND9291OW,12/31/85 18:00,1/7/86 18:00,198601,5.13,5.8, ,0.09, ,0.03, ,0.068, ,0.066,<,0.02,<,0.03, ,0.16, ,0.54,52.4,7.37,7.37,w ,            ,9/16/86
CO98,ND9513OW,1/7/86 18:00,1/14/86 18:00,198601,-9,-9, ,-9, ,-9, ,-9, ,-9,<,-9,<,-9, ,-9,<,-9,0,1.27,1.27,  ,v           ,9/16/86
CO98,ND9715OW,1/14/86 18:00,1/21/86 18:00,198601,4.72,13.8, ,0.31, ,0.053, ,0.052, ,0.165,<,0.02, ,0.73, ,0.08, ,1.51,152.8,9.91,9.91,w ,            ,9/16/86
CO98,ND9918OW,1/21/86 18:00,1/28/86 18:00,198601,4.22,44.8, ,0.97, ,0.191, ,0.132, ,0.227,<,0.15, ,6.96, ,0.37, ,4.69,16.1,8.89,8.89,wa,            ,10/15/86
CO98,NE0026OW,1/28/86 18:00,2/4/86 18:00,198601,5.02,6.7, ,0.09, ,0.038, ,0.03, ,0.101,<,0.02, ,0.27, ,0.23, ,0.72,69.7,11.68,11.68,w ,            ,12/3/86
CO98,NE0337OW,2/4/86 18:00,2/11/86 16:30,198602,4.85,7.5, ,0.05, ,0.013, ,0.009, ,0.027,<,0.02, ,1.2, ,0.05, ,0.18,157.4,18.54,18.54,w ,            ,12/3/86
CO98,NE0439OW,2/11/86 16:30,2/18/86 20:00,198602,5.19,5.4, ,0.11, ,0.018, ,0.011, ,0.038, ,0.09, ,0.54, ,0.05, ,0.53,353,134.87,134.87,w ,            ,12/3/86
CO98,NE0701OW,2/18/86 20:00,2/25/86 18:00,198602,-9,-9, ,-9, ,-9, ,-9, ,-9,<,-9, ,-9, ,-9, ,-9,-9,-9.99,-9.99,  ,p           ,12/3/86
CO98,NE0883OW,2/25/86 18:00,3/4/86 18:00,198602,-9,-9, ,-9, ,-9, ,-9, ,-9,<,-9,<,-9, ,-9, ,-9,0,0,0,d ,            ,12/3/86
CO98,NE1108OW,3/4/86 18:00,3/11/86 17:00,198603,5.77,5.1, ,0.33, ,0.043, ,0.023, ,0.075, ,0.08, ,0.66, ,0.05, ,0.66,264.3,18.54,18.54,w ,            ,12/3/86
CO98,NE1338OW,3/11/86 17:00,3/18/86 18:00,198603,4.84,7.6, ,0.03, ,0.008, ,0.003, ,0.011, ,0.05, ,0.76, ,0.04, ,0.41,997.5,26.67,26.67,w ,            ,12/3/86
CO98,NE1469OW,3/18/86 18:00,3/25/86 18:00,198603,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,7.87,7.87,  ,v           ,12/3/86
CO98,NE1710OW,3/25/86 18:00,4/1/86 18:00,198603,5.81,12.5, ,0.72, ,0.114, ,0.068, ,0.221, ,0.41, ,1.65, ,0.33, ,1.91,-9,4.83,4.83,w ,            ,12/3/86
CO98,NE1929OW,4/1/86 18:00,4/8/86 18:00,198604,6.03,5.5, ,0.15, ,0.016, ,0.016, ,0.02, ,0.45, ,0.76, ,0.06, ,0.73,2687.5,110.74,110.74,w ,            ,12/3/86
CO98,NE2140OW,4/8/86 18:00,4/15/86 18:00,198604,5.27,4.8, ,0.12, ,0.016, ,0.008, ,0.032, ,0.07, ,0.58, ,0.04, ,0.46,1027.2,32,32,w ,            ,12/3/86
CO98,NE2365OW,4/15/86 18:00,4/22/86 18:00,198604,5.48,6.9, ,0.36, ,0.041, ,0.017, ,0.046, ,0.2, ,0.82, ,0.07, ,1.19,434.6,26.42,26.42,w ,            ,12/3/86
CO98,NE2571OW,4/22/86 18:00,4/29/86 17:00,198604,6.45,18.1, ,1.51, ,0.175, ,0.115, ,0.262, ,0.27, ,2.62, ,0.42, ,2.45,96.6,12.7,12.7,w ,            ,1/13/87
CO98,NE2656OW,4/29/86 17:00,5/6/86 17:00,198605,-9,-9, ,-9, ,-9, ,-9, ,-9,<,-9, ,-9, ,-9, ,-9,16.6,0.76,0.76,  ,c           ,9/18/90
CO98,NE2995OW,5/6/86 17:00,5/13/86 17:00,198605,6.48,10.9, ,0.92, ,0.072, ,0.054, ,0.19, ,0.04, ,0.71, ,0.14, ,1.44,1075.2,25.91,25.91,w ,            ,1/13/87
CO98,NE3155OW,5/13/86 17:00,5/20/86 17:00,198605,5.36,3.9, ,0.08, ,0.012,<,0.003, ,0.07,<,0.02,<,0.03, ,0.08, ,0.41,2090.6,46.74,46.74,w ,            ,1/13/87
CO98,NE3426OW,5/20/86 17:00,5/27/86 17:00,198605,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,2/9/87
CO98,NE3592OW,5/27/86 17:00,6/3/86 17:00,198605,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1126.3,12.7,12.7,  ,uf          ,2/9/87
CO98,NE3758OW,6/3/86 17:00,6/10/86 17:00,198606,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,2334.2,37.85,37.85,  ,uf          ,2/9/87
CO98,NE4015OW,6/10/86 17:00,6/17/86 17:00,198606,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,79.3,2.29,2.29,  ,uf          ,2/9/87
CO98,NE4226OW,6/17/86 17:00,6/24/86 17:00,198606,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,-7,0.127,t ,            ,2/9/87
CO98,NE4484OW,6/24/86 17:00,7/1/86 17:00,198606,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1066.5,18.29,18.29,  ,uf          ,2/9/87
CO98,NE4572OW,7/1/86 17:00,7/8/86 17:00,198607,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,802.3,13.21,13.21,  ,uf          ,2/17/87
CO98,NE4859OW,7/8/86 17:00,7/15/86 17:00,198607,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,372.3,11.68,11.68,  ,uf          ,2/9/87
CO98,NE4951OW,7/15/86 17:00,7/22/86 17:00,198607,-9,-9, ,-9, ,-9, ,-9, ,-9,<,-9, ,-9, ,-9, ,-9,1380.5,22.1,22.1,  ,uf          ,2/9/87
CO98,NE5323OW,7/22/86 17:00,7/29/86 17:00,198607,-9,-9, ,-9, ,-9, ,-9, ,-9,<,-9, ,-9, ,-9, ,-9,9.6,5.84,5.84,  ,uf          ,9/18/90
CO98,NE5512OW,7/29/86 17:00,8/5/86 17:00,198608,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,568.9,8.64,8.64,  ,uf          ,2/17/87
CO98,NE5638OW,8/5/86 17:00,8/12/86 17:00,198608,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1031.6,15.49,15.49,  ,uf          ,2/17/87
CO98,NE5908OW,8/12/86 17:00,8/19/86 17:00,198608,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,479.9,13.21,13.21,  ,uf          ,2/17/87
CO98,NE6133OW,8/19/86 17:00,8/26/86 15:30,198608,-9,-9, ,-9, ,-9, ,-9, ,-9,<,-9, ,-9, ,-9, ,-9,1321.7,18.29,18.29,  ,uf          ,4/28/87
CO98,NE6279OW,8/26/86 15:30,9/2/86 16:10,198608,-9,-9, ,-9, ,-9, ,-9, ,-9,<,-9, ,-9, ,-9, ,-9,1143.6,17.78,17.78,  ,uf          ,4/28/87
CO98,NE6440OW,9/2/86 16:10,9/9/86 18:30,198609,-9,-9, ,-9, ,-9, ,-9, ,-9,<,-9, ,-9, ,-9, ,-9,1555.7,28.96,28.96,  ,uf          ,4/28/87
CO98,NE6723OW,9/9/86 18:30,9/16/86 16:30,198609,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,52,7.87,7.87,  ,uf          ,4/28/87
CO98,NE6861OW,9/16/86 16:30,9/23/86 16:40,198609,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,813.6,13.72,13.72,  ,uf          ,4/28/87
CO98,NE7099OW,9/23/86 16:40,9/30/86 18:35,198609,-9,-9, ,-9, ,-9, ,-9, ,-9,<,-9, ,-9,<,-9, ,-9,1457,52.07,52.07,  ,uf          ,4/28/87
CO98,NE7308OW,9/30/86 18:35,10/7/86 17:35,198610,5.56,3.6, ,0.07, ,0.009,<,0.003, ,0.042, ,0.09, ,0.36,<,0.03, ,0.35,1448.9,31.75,31.75,w ,            ,4/28/87
CO98,NE7663OW,10/7/86 17:35,10/14/86 17:25,198610,5.14,3.7, ,0.03, ,0.005, ,0.003, ,0.052,<,0.02, ,0.46,<,0.03, ,0.21,977,19.81,19.81,w ,            ,4/28/87
CO98,NE7788OW,10/14/86 17:35,10/21/86 18:03,198610,4.98,7.4, ,0.05, ,0.005, ,0.003, ,0.051, ,0.16, ,0.58,<,0.03, ,0.73,539.8,-9.99,7.951,w ,            ,4/28/87
CO98,NE7983OW,10/21/86 18:03,10/28/86 18:13,198610,4.98,6.1, ,0.01,<,0.003, ,0.003, ,0.017, ,0.07, ,0.43,<,0.03, ,0.5,1053.1,24.13,24.13,w ,            ,4/28/87
CO98,NE8119OW,10/28/86 18:13,11/4/86 19:30,198610,5.19,4.3, ,0.02,<,0.003,<,0.003, ,0.022, ,0.06, ,0.37,<,0.03, ,0.37,1606.9,35.56,35.56,w ,            ,4/28/87
CO98,NE8394OW,11/4/86 19:30,11/11/86 19:20,198611,5.02,5.9, ,0.03, ,0.003, ,0.004, ,0.032, ,0.11, ,0.77,<,0.03, ,0.37,1115.1,45.47,45.47,w ,            ,4/28/87
CO98,NE8620OW,11/11/86 19:20,11/18/86 17:42,198611,5.11,11.2, ,0.41, ,0.12, ,0.084, ,0.372, ,0.1, ,1.28, ,0.18, ,1.39,39.2,34.04,34.04,w ,            ,4/28/87
CO98,NE8880OW,11/18/86 17:42,11/25/86 17:25,198611,5.71,2.5, ,0.05, ,0.006, ,0.008, ,0.079,<,0.02, ,0.19, ,0.05, ,0.25,209.3,21.59,21.59,w ,            ,5/7/87
CO98,NE8879OW,11/25/86 17:40,12/2/86 20:00,198611,5.76,4.1, ,0.23, ,0.02, ,0.02, ,0.146, ,0.07, ,0.6, ,0.11, ,0.46,262.7,9.4,9.4,w ,            ,5/7/87
CO98,NE9244OW,12/2/86 20:00,12/9/86 20:46,198612,4.94,5.9, ,0.02, ,0.006,<,0.003, ,0.018, ,0.07, ,0.52,<,0.03, ,0.4,1090.3,22.86,22.86,w ,            ,5/7/87
CO98,NE9443OW,12/9/86 20:48,12/16/86 19:10,198612,6.29,4.3, ,0.05, ,0.013, ,0.007, ,0.545,<,0.02, ,0.31, ,0.08, ,0.17,70.6,2.03,2.03,w ,            ,5/7/87
CO98,NE9553OW,12/16/86 19:10,12/23/86 18:50,198612,-9,-9, ,-9,<,-9,<,-9, ,-9,<,-9,<,-9,<,-9,<,-9,0,2.03,2.03,  ,v           ,7/2/87
CO98,NE9751OW,12/23/86 18:50,12/30/86 20:25,198612,-9,-9, ,-9, ,-9, ,-9, ,-9,<,-9,<,-9, ,-9, ,-9,0,0,0,d ,            ,7/2/87
CO98,NF0019OW,12/30/86 20:25,1/6/87 19:15,198701,5.71,4.5, ,0.08, ,0.015, ,0.011, ,0.413,<,0.02, ,0.27, ,0.07, ,0.68,136,19.56,19.56,w ,            ,7/2/87
CO98,NF0272OW,1/6/87 19:15,1/13/87 20:10,198701,4.69,9.9, ,0.03, ,0.008,<,0.003, ,0.059, ,0.04, ,1.4, ,0.04, ,0.18,137,6.6,6.6,w ,            ,7/2/87
CO98,NF0458OW,1/13/87 20:10,1/20/87 18:30,198701,6.13,4.5, ,0.05, ,0.01, ,0.011, ,0.524, ,0.1, ,0.72, ,0.11, ,0.14,-9,14.73,14.73,w ,            ,8/13/87
CO98,NF0727OW,1/20/87 18:30,1/27/87 19:50,198701,5.53,4.6, ,0.12, ,0.022, ,0.007, ,0.175, ,0.08, ,0.38, ,0.12, ,0.64,224.6,43.69,43.69,w ,            ,8/13/87
CO98,NF0936OW,1/27/87 19:50,2/3/87 17:45,198701,5.63,3, ,0.05, ,0.009, ,0.073, ,0.099,<,0.02, ,0.16, ,0.1, ,0.28,164.4,-9.99,2.421,w ,            ,8/13/87
CO98,NF1141OW,2/3/87 17:45,2/10/87 19:15,198702,5.34,3.4, ,0.04, ,0.01, ,0.007, ,0.044, ,0.1, ,0.32, ,0.07, ,0.23,148.5,5.33,5.33,w ,            ,1/12/88
CO98,NF1326OW,2/10/87 19:15,2/17/87 19:55,198702,5.09,5, ,0.03, ,0.003,<,0.003, ,0.012, ,0.13, ,0.48,<,0.03, ,0.42,520.8,15.49,15.49,w ,            ,1/12/88
CO98,NF1545OW,2/17/87 19:55,2/24/87 18:20,198702,5.31,3.5, ,0.02, ,0.007,<,0.003, ,0.022, ,0.09, ,0.47, ,0.04, ,0.23,596.8,24.89,24.89,w ,            ,1/12/88
CO98,NF1764OW,2/24/87 18:20,3/3/87 20:00,198702,5.07,4.6, ,0.03, ,0.009,<,0.003, ,0.021,<,0.02, ,0.54, ,0.04, ,0.21,498.9,16.51,16.51,w ,            ,1/12/88
CO98,NF1996OW,3/3/87 20:00,3/10/87 19:25,198703,5.02,6.5, ,0.04, ,0.015,<,0.003, ,0.063, ,0.09, ,0.45, ,0.07, ,0.59,343.7,10.41,10.41,w ,            ,1/12/88
CO98,NF2180OW,3/10/87 19:25,3/17/87 21:40,198703,5.19,5, ,0.05, ,0.016,<,0.003, ,0.047, ,0.12, ,0.5, ,0.05, ,0.33,911.8,26.67,26.67,w ,            ,10/15/87
CO98,NF2421OW,3/17/87 21:40,3/24/87 19:45,198703,5.49,3.6, ,0.06, ,0.012,<,0.003, ,0.05, ,0.13, ,0.48,<,0.03, ,0.16,659.3,33.53,33.53,w ,            ,1/12/88
CO98,NF2593OW,3/24/87 19:45,3/31/87 18:18,198703,5.35,3.8, ,0.11, ,0.016, ,0.019, ,0.085,<,0.02, ,0.43, ,0.06, ,0.23,378,13.46,13.46,w ,            ,1/12/88
CO98,NF2810OW,3/31/87 18:18,4/7/87 17:06,198704,4.95,7.1, ,0.1, ,0.013, ,0.004, ,0.021, ,0.05, ,0.97, ,0.07, ,0.3,393.3,8.38,8.38,w ,            ,1/12/88
CO98,NF2933OW,4/7/87 17:06,4/14/87 17:36,198704,5.3,3.3, ,0.04, ,0.012,<,0.003, ,0.05, ,0.04, ,0.23, ,0.05, ,0.16,1308.3,29.72,29.72,w ,            ,1/12/88
CO98,NF3235OW,4/14/87 17:36,4/21/87 20:00,198704,6.01,3.1, ,0.24, ,0.025, ,0.031, ,0.057,<,0.02, ,0.27, ,0.08, ,0.36,1211.8,27.69,27.69,w ,            ,1/12/88
CO98,NF3422OW,4/21/87 20:00,4/28/87 20:10,198704,5.03,6.5, ,0.08, ,0.013, ,0.006, ,0.041,<,0.02,<,0.03, ,0.06, ,0.69,787,11.94,11.94,w ,            ,1/12/88
CO98,NF3614OW,4/28/87 20:10,5/5/87 16:15,198705,5.03,6.6, ,0.09, ,0.013, ,0.004, ,0.018, ,0.11, ,0.67, ,0.04, ,0.59,1845.9,29.72,29.72,w ,            ,10/21/87
CO98,NF3747OW,5/5/87 16:15,5/12/87 16:07,198705,5.21,9.4, ,0.1, ,0.014, ,0.004, ,0.044, ,0.46, ,1.1, ,0.1, ,1.33,601.8,10.16,10.16,w ,            ,1/12/88
CO98,NF4205OW,5/12/87 16:22,5/19/87 15:30,198705,4.76,12.9, ,0.22, ,0.043, ,0.091, ,0.062, ,0.33, ,1.62, ,0.17, ,1.39,589.7,-9.99,8.686,w ,            ,1/12/88
CO98,NF4246OW,5/19/87 15:30,5/26/87 17:50,198705,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,3363.7,54.1,54.1,  ,u           ,1/12/88
CO98,NF4389OW,5/26/87 18:00,6/2/87 19:40,198705,5.08,11.6, ,0.47, ,0.075, ,0.036, ,0.14, ,0.16, ,1.36, ,0.18, ,1.48,176.6,4.32,4.32,w ,            ,1/12/88
CO98,NF4520OW,6/2/87 19:45,6/9/87 18:05,198706,5.42,4.1, ,0.1, ,0.012, ,0.016, ,0.046, ,0.22, ,0.6, ,0.05, ,0.42,894.4,13.72,13.72,w ,            ,1/12/88
CO98,NF4842OW,6/9/87 18:05,6/16/87 16:48,198706,4.81,10.7, ,0.15, ,0.025, ,0.09, ,0.079, ,0.26, ,1.09, ,0.1, ,0.95,1521.4,22.86,22.86,w ,            ,1/12/88
CO98,NF4930OW,6/16/87 16:49,6/23/87 17:50,198706,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,5,0,0,d ,            ,1/11/88
CO98,NF5245OW,6/23/87 17:50,6/30/87 17:45,198706,5.21,3.9, ,0.08, ,0.01, ,0.014, ,0.046,<,0.02, ,0.37, ,0.06, ,0.3,1039.5,16.26,16.26,w ,            ,1/12/88
CO98,NF5342OW,6/30/87 17:45,7/7/87 17:15,198707,5.14,4.4, ,0.03, ,0.005, ,0.019, ,0.019,<,0.02, ,0.31,<,0.03, ,0.23,955.2,17.53,17.53,w ,            ,1/12/88
CO98,NF5642OW,7/7/87 17:20,7/14/87 19:40,198707,5.26,4.9, ,0.15, ,0.021, ,0.023, ,0.056,<,0.02, ,0.45, ,0.09, ,0.44,2867.1,43.43,43.43,w ,            ,1/26/88
CO98,NF5736OW,7/14/87 19:40,7/21/87 15:16,198707,6.43,14.4, ,0.46, ,0.057, ,0.042, ,0.202, ,0.06, ,1.54, ,0.23, ,1.23,66.2,1.27,1.27,w ,            ,1/26/88
CO98,NF5992OW,7/21/87 15:18,7/28/87 16:25,198707,4.86,13.4, ,0.26, ,0.03, ,0.03, ,0.049, ,0.54, ,1.91, ,0.09, ,1.39,1598.4,24.38,24.38,w ,            ,1/26/88
CO98,NF6171OW,7/28/87 16:30,8/4/87 16:35,198707,4.72,11.1, ,0.09, ,0.016, ,0.009, ,0.031, ,0.13, ,1.08, ,0.08, ,0.72,2710.8,40.64,40.64,w ,            ,1/26/88
CO98,NF6466OW,8/4/87 16:35,8/11/87 21:30,198708,5.42,5.4, ,0.15, ,0.024, ,0.025, ,0.059, ,0.14, ,0.75, ,0.09, ,0.51,774,-9.99,11.4,w ,            ,3/8/88
CO98,NF6546OW,8/11/87 21:30,8/18/87 17:25,198708,5.42,6.3, ,0.27, ,0.041, ,0.035, ,0.163, ,0.04, ,0.81, ,0.2, ,0.79,623.2,12.95,12.95,w ,            ,3/8/88
CO98,NF6794OW,8/18/87 17:30,8/25/87 16:40,198708,4.95,6, ,0.02, ,0.006, ,0.004, ,0.032,<,0.02, ,0.52, ,0.06, ,0.39,1389.3,-9.99,20.463,w ,            ,3/8/88
CO98,NF6991OW,8/25/87 16:43,9/1/87 18:40,198708,4.88,9.6, ,0.12, ,0.021, ,0.023, ,0.088, ,0.12, ,1.01, ,0.15, ,0.73,474.8,7.11,7.11,w ,            ,3/8/88
CO98,NF7190OW,9/1/87 18:50,9/8/87 15:05,198709,4.73,17.7, ,0.45, ,0.056, ,0.064, ,0.14, ,0.67, ,2.26, ,0.19, ,1.92,470,7.37,7.37,w ,            ,3/8/88
CO98,NF7320OW,9/8/87 15:10,9/15/87 16:15,198709,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1472.1,22.86,22.86,  ,u           ,3/8/88
CO98,NF7540OW,9/15/87 16:20,9/22/87 16:37,198709,4.74,15.2, ,0.35, ,0.047, ,0.044, ,0.135, ,0.38, ,1.75, ,0.14, ,1.39,711.2,10.16,10.16,w ,            ,3/8/88
CO98,NF7807OW,9/22/87 16:40,9/29/87 15:54,198709,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,6.2,0,0,d ,            ,4/12/88
CO98,NF7982OW,9/29/87 15:58,10/6/87 17:15,198710,-9,-9, ,-9, ,-9,<,-9, ,-9, ,-9,<,-9, ,-9,<,-9,0,0,0,d ,            ,4/12/88
CO98,NF8216OW,10/6/87 17:36,10/13/87 14:05,198710,6.67,17.4, ,0.27, ,0.049,<,0.018, ,1.526,<,0.12, ,0.55, ,0.37, ,2.2,15.8,-9.99,0.232,wa,            ,4/12/88
CO98,NF8343OW,10/13/87 14:10,10/20/87 16:05,198710,5.14,5.5, ,0.06, ,0.009, ,0.019, ,0.038, ,0.07, ,0.51, ,0.06, ,0.53,942.5,19.81,19.81,w ,            ,4/12/88
CO98,NF8610OW,10/20/87 16:12,10/27/87 18:45,198710,5.53,4.5, ,0.06, ,0.012, ,0.012, ,0.087,<,0.02, ,0.23, ,0.06, ,0.41,277.7,10.41,10.41,w ,            ,4/21/88
CO98,NF8794OW,10/27/87 18:55,11/3/87 18:00,198710,5.34,4, ,0.02, ,0.004, ,0.004, ,0.015,<,0.02,<,0.03,<,0.03, ,0.26,1287.5,27.43,27.43,w ,            ,4/21/88
CO98,NF8983OW,11/3/87 18:05,11/10/87 17:55,198711,5.33,3.5, ,0.03, ,0.006, ,0.003, ,0.124, ,0.09, ,0.35, ,0.09, ,0.31,185.3,11.43,11.43,w ,            ,4/21/88
CO98,NF9211OW,11/10/87 17:58,11/17/87 19:30,198711,5.38,3.5, ,0.01, ,0.003,<,0.003, ,0.026,<,0.02, ,0.16,<,0.03, ,0.09,1468.9,43.94,43.94,w ,            ,4/21/88
CO98,NF9306OW,11/17/87 19:37,11/24/87 18:51,198711,4.86,7.9, ,0.07, ,0.011, ,0.009, ,0.083, ,0.06, ,0.83, ,0.08, ,0.37,153,9.91,9.91,w ,            ,4/21/88
CO98,NF9573OW,11/24/87 18:52,12/1/87 18:48,198711,5.27,5.6, ,0.08, ,0.008, ,0.008, ,0.045, ,0.03, ,0.81, ,0.04, ,0.37,356.4,8.38,8.38,w ,            ,5/24/88
CO98,NF9788OW,12/1/87 18:53,12/8/87 19:25,198712,5.9,5.2, ,0.31, ,0.036, ,0.015, ,0.14, ,0.05, ,0.64, ,0.13, ,0.74,99.5,10.16,10.16,w ,            ,5/24/88
CO98,NF9991OW,12/8/87 19:35,12/15/87 19:45,198712,5.49,3.3, ,0.06, ,0.009, ,0.009, ,0.031, ,0.03, ,0.47, ,0.06, ,0.26,287,43.18,43.18,w ,            ,5/24/88
CO98,NG0151OW,12/15/87 19:45,12/22/87 17:40,198712,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1.6,19.3,19.3,  ,v           ,5/24/88
CO98,NG0434OW,12/22/87 18:00,12/29/87 18:00,198712,-9,-9,<,-9, ,-9, ,-9, ,-9,<,-9, ,-9,<,-9, ,-9,2028.5,69.34,69.34,  ,u           ,6/23/88
CO98,NG0667OW,12/29/87 18:05,1/5/88 18:20,198801,-9,-9, ,-9, ,-9, ,-9, ,-9,<,-9,<,-9, ,-9, ,-9,19.5,-9.99,0.287,  ,b           ,6/23/88
CO98,NG0881OW,1/5/88 18:20,1/12/88 17:53,198801,5.31,2.7, ,0.03, ,0.004,<,0.003, ,0.027,<,0.02, ,0.12,<,0.03, ,0.19,495.5,46.74,46.74,w ,            ,6/23/88
CO98,NG0980OW,1/12/88 17:54,1/19/88 18:47,198801,-9,-9, ,-9,<,-9,<,-9, ,-9,<,-9, ,-9,<,-9, ,-9,440,12.7,12.7,  ,u           ,6/23/88
CO98,NG1289OW,1/19/88 18:48,1/26/88 17:39,198801,5.92,4.1, ,0.11, ,0.016, ,0.014, ,0.082,<,0.02, ,0.58, ,0.11, ,0.43,99.6,22.35,22.35,w ,            ,7/19/88
CO98,NG1439OW,1/26/88 17:40,2/2/88 17:53,198801,4.81,8.7, ,0.05, ,0.007,<,0.003, ,0.05,<,0.02, ,0.66, ,0.04, ,0.76,229.3,34.8,34.8,w ,            ,7/19/88
CO98,NG1718OW,2/2/88 17:53,2/9/88 17:44,198802,5.24,4.6, ,0.05, ,0.009, ,0.012, ,0.033,<,0.02, ,0.29, ,0.07, ,0.33,175.6,15.24,15.24,w ,            ,7/19/88
CO98,NG1867OW,2/9/88 17:45,2/16/88 18:10,198802,5.27,3.3, ,0.06, ,0.006,<,0.003, ,0.035,<,0.02, ,0.25,<,0.03, ,0.26,907.9,67.06,67.06,w ,            ,7/19/88
CO98,NG2133OW,2/16/88 18:11,2/23/88 18:40,198802,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,49.2,13.21,13.21,  ,u           ,8/18/88
CO98,NG2256OW,2/23/88 18:45,3/1/88 17:02,198802,4.9,7.8, ,0.06, ,0.006, ,0.003, ,0.053, ,0.04, ,0.33, ,0.11, ,0.68,243.2,9.14,9.14,w ,            ,8/18/88
CO98,NG2519OW,3/1/88 17:15,3/8/88 17:50,198803,5.36,3.4, ,0.03,<,0.003,<,0.003, ,0.02, ,0.12, ,0.35, ,0.04, ,0.23,836.4,37.85,37.85,w ,            ,8/18/88
CO98,NG2690OW,3/8/88 17:55,3/15/88 18:02,198803,5.69,4.4, ,0.25, ,0.019, ,0.004, ,0.069, ,0.07, ,0.84, ,0.04, ,0.37,637.8,27.43,27.43,w ,            ,8/18/88
CO98,NG3777OW,3/15/88 18:03,3/22/88 18:20,198803,5.18,6, ,0.14, ,0.011,<,0.003, ,0.034, ,0.1, ,1.3, ,0.06, ,0.37,613.7,-9.99,9.039,w ,            ,9/21/88
CO98,NG3152OW,3/22/88 18:20,3/29/88 18:00,198803,6.48,9.3, ,0.62, ,0.058, ,0.024, ,0.811,<,0.02, ,0.44, ,0.22, ,1.67,455.1,-9.99,6.703,w ,            ,9/21/88
CO98,NG3530OW,3/29/88 18:00,4/5/88 17:36,198804,5.46,3.4, ,0.15, ,0.013,<,0.003, ,0.044, ,0.04,<,0.03, ,0.05, ,0.32,1268.8,36.32,36.32,w ,            ,9/21/88
CO98,NG3616OW,4/5/88 17:37,4/12/88 16:20,198804,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,509.7,-9.99,7.507,  ,u           ,9/21/88
