siteId,labno,dateOn,dateOff,yrmonth,ph,Conduc,flagCa,Ca,flagMg,Mg,flagK,K,flagNa,na,flagNH4,NH4,flagNO3,NO3,flagCl,Cl,flagSO4,SO4,svol,ppt,subppt,valcode,invalcode,modifiedOn
CO98,NV9353SW,12/4/01 17:40,12/11/01 18:00,200112,5.16,4, ,0.03, ,0.003, ,0.003, ,0.004,<,0.02, ,0.41, ,0.02, ,0.15,465.6,-9.99,6.858,w ,            ,6/15/02
CO98,NV9631SW,12/11/01 18:05,12/18/01 17:45,200112,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0.7,8.89,8.89,  ,vu          ,6/15/02
CO98,NV9828SW,12/18/01 17:45,12/25/01 18:00,200112,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,-9,-9.99,-9.99,  ,p           ,6/15/02
CO98,NW0058SW,12/25/01 18:15,1/1/02 21:15,200112,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,10.16,10.16,  ,v           ,6/15/02
CO98,NW0353SW,1/1/02 21:15,1/8/02 17:45,200201,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,6.35,6.35,  ,v           ,6/15/02
CO98,NW0614SW,1/8/02 17:55,1/15/02 17:54,200201,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,43.18,43.18,  ,v           ,6/15/02
CO98,NW0832SW,1/15/02 17:57,1/22/02 18:33,200201,5.59,5.6, ,0.1, ,0.015, ,0.014, ,0.082, ,0.22, ,1.09, ,0.07, ,0.2,70,10.16,10.16,w ,            ,6/15/02
CO98,NW1103SW,1/22/02 18:36,1/29/02 17:30,200201,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1.4,13.97,13.97,  ,v           ,6/15/02
CO98,NW1268SW,1/29/02 17:32,2/5/02 17:41,200202,5.03,5.7, ,0.04, ,0.005, ,0.003, ,0.017, ,0.1, ,0.77, ,0.05, ,0.21,73.8,11.43,11.43,w ,            ,6/15/02
CO98,NW1573SW,2/5/02 17:49,2/12/02 17:15,200202,5.12,9.4, ,0.28, ,0.025,<,0.012, ,0.058, ,0.24, ,2.24, ,0.11, ,0.39,25.6,6.35,6.35,wa,            ,
CO98,NW1861SW,2/12/02 17:20,2/19/02 17:45,200202,5.15,4.9, ,0.04, ,0.004,<,0.003, ,0.013, ,0.08, ,0.52, ,0.02, ,0.24,566.2,8.89,8.89,w ,            ,
CO98,NW2112SW,2/19/02 17:51,2/26/02 18:25,200202,5.7,5.6, ,0.21, ,0.032, ,0.006, ,0.307, ,0.11, ,0.76, ,0.15, ,0.69,516.7,16.51,16.51,w ,            ,
CO98,NW2341SW,2/26/02 18:29,3/5/02 17:51,200203,5.32,3.9, ,0.06, ,0.003,<,0.003, ,0.096, ,0.09, ,0.56, ,0.02, ,0.15,876.9,31.75,31.75,w ,            ,
CO98,NW2559SW,3/5/02 17:56,3/12/02 18:30,200203,5.3,3.4, ,0.07, ,0.007, ,0.004, ,0.01, ,0.04, ,0.37, ,0.02, ,0.16,602.6,21.59,21.59,w ,            ,
CO98,NW2885SW,3/12/02 18:35,3/19/02 18:20,200203,6.69,8.3, ,0.89, ,0.062, ,0.028, ,0.032, ,0.31, ,0.85, ,0.03, ,0.28,927.6,21.59,21.59,w ,            ,
CO98,NW3110SW,3/19/02 18:25,3/26/02 17:57,200203,6,4.5, ,0.28, ,0.033, ,0.007, ,0.04, ,0.16, ,0.78, ,0.03, ,0.32,272.2,5.08,5.08,w ,            ,
CO98,NW3308SW,3/26/02 17:57,4/2/02 17:35,200203,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,-9,3.81,3.81,  ,c           ,
CO98,NW4804SW,4/2/02 17:40,4/9/02 16:08,200204,5.97,21.2, ,1.38, ,0.149, ,0.146, ,0.364, ,0.87, ,5.48, ,0.34, ,2.11,31.7,1.27,1.27,wa,            ,
CO98,NW4363SW,4/9/02 16:14,4/16/02 18:04,200204,5.84,3.7, ,0.13, ,0.013,<,0.003, ,0.02, ,0.17, ,0.47, ,0.03, ,0.27,569.5,15.24,15.24,w ,            ,
CO98,NW4059SW,4/16/02 18:04,4/23/02 16:55,200204,6.06,6.7, ,0.53, ,0.055, ,0.027, ,0.08, ,0.18, ,1.23, ,0.13, ,0.56,507.7,15.24,15.24,w ,            ,
CO98,NW4358SW,4/23/02 16:55,4/30/02 18:00,200204,7.05,15.3, ,2.23, ,0.116, ,0.068, ,0.048, ,0.19, ,0.78, ,0.07, ,0.53,233.1,16.51,16.51,w ,            ,
CO98,NW4546SW,4/30/02 18:00,5/7/02 20:15,200205,6.91,19.3, ,2.17, ,0.187, ,0.11, ,0.172, ,0.41, ,3.47, ,0.29, ,1.09,-9,3.81,3.81,wa,            ,
CO98,NW4825SW,5/7/02 20:15,5/14/02 18:00,200205,6.9,13.3, ,1.77, ,0.145, ,0.044, ,0.072, ,0.18, ,0.87, ,0.07, ,0.39,1220.3,25.4,25.4,w ,            ,
CO98,NW5062SW,5/14/02 18:00,5/21/02 16:15,200205,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,481,15.24,15.24,  ,c           ,
CO98,NW5375SW,5/21/02 16:15,5/28/02 16:10,200205,5.33,4.7, ,0.08, ,0.008,<,0.003, ,0.009, ,0.17, ,0.72, ,0.02, ,0.2,1603.8,25.4,25.4,w ,            ,
CO98,NW5568SW,5/28/02 16:10,6/4/02 19:15,200206,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,892.2,16.51,16.51,  ,c           ,
CO98,NW5832SW,6/4/02 19:15,6/11/02 15:35,200206,5.23,5.3, ,0.06, ,0.006, ,0.011, ,0.017, ,0.19, ,0.57, ,0.07, ,0.32,376.6,1.27,1.27,w ,            ,
CO98,NW6071SW,6/11/02 15:35,6/18/02 19:10,200206,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,13.8,0,0,d ,            ,
CO98,NW6316SW,6/18/02 19:10,6/25/02 17:30,200206,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,425.3,5.08,5.08,  ,c           ,
CO98,NW6834SW,6/25/02 17:31,7/2/02 16:00,200206,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,272.5,6.35,6.35,  ,c           ,
CO98,NW6855SW,7/2/02 16:00,7/9/02 15:35,200207,5.96,12.5, ,0.44, ,0.046, ,0.081, ,0.043, ,0.89, ,2.14, ,0.12, ,1.1,913.9,13.97,13.97,w ,            ,
CO98,NW7102SW,7/9/02 15:35,7/16/02 16:40,200207,6.26,11.6, ,0.35, ,0.035, ,0.041, ,0.033, ,0.78, ,1.81, ,0.06, ,0.9,-9,3.81,3.81,w ,            ,
CO98,NW7419SW,7/16/02 16:40,7/23/02 19:45,200207,6.18,13.5, ,0.31, ,0.029, ,0.043, ,0.02, ,1.21, ,2.21, ,0.07, ,1.05,962.1,15.24,15.24,w ,            ,
CO98,NW7643SW,7/23/02 19:45,7/30/02 16:20,200207,5.85,10.1, ,0.33, ,0.035, ,0.029, ,0.04, ,0.75, ,1.97, ,0.09, ,0.8,482.6,6.35,6.35,w ,            ,
CO98,NW7866SW,7/30/02 16:20,8/6/02 16:00,200208,4.92,10, ,0.15, ,0.014, ,0.016, ,0.011, ,0.18, ,1.18, ,0.03, ,0.5,1776.7,24.13,24.13,w ,            ,
CO98,NW8169SW,8/6/02 16:00,8/13/02 15:40,200208,4.52,19.8, ,0.18, ,0.016, ,0.014, ,0.023, ,0.4, ,2.66, ,0.08, ,1.03,197,3.81,3.81,w ,            ,
CO98,NW8415SW,8/13/02 15:40,8/20/02 17:40,200208,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,273.6,5.08,5.08,  ,c           ,
CO98,NW8654SW,8/20/02 17:40,8/27/02 15:45,200208,5.03,12.3, ,0.31, ,0.045, ,0.028, ,0.097, ,0.46, ,1.9, ,0.14, ,1.12,412.1,6.35,6.35,w ,            ,
CO98,NW8902SW,8/27/02 15:45,9/3/02 15:40,200208,4.99,9.7, ,0.38, ,0.037, ,0.031, ,0.044, ,0.15, ,1.37, ,0.09, ,0.8,522.6,7.62,7.62,w ,            ,
CO98,NW9189SW,9/3/02 15:40,9/10/02 17:45,200209,5.14,9.1, ,0.17, ,0.019, ,0.018, ,0.023, ,0.44, ,1.39, ,0.06, ,0.82,457.6,8.89,8.89,w ,            ,
CO98,NW9414SW,9/10/02 17:45,9/17/02 16:10,200209,5.16,4.7, ,0.02,<,0.003,<,0.003,<,0.003, ,0.1, ,0.46, ,0.01, ,0.13,1818.1,26.67,26.67,w ,            ,
CO98,NW9626SW,9/17/02 16:10,9/24/02 18:50,200209,5.79,7.5, ,0.57, ,0.128, ,0.37, ,0.066,<,0.02, ,0.84, ,0.14, ,0.58,260.9,10.16,10.16,w ,            ,
CO98,NW9987SW,9/24/02 18:50,10/1/02 16:00,200209,5.35,10.1, ,0.4, ,0.04, ,0.074, ,0.022, ,0.44, ,1.82, ,0.08, ,0.87,1335.6,24.13,24.13,w ,            ,
CO98,NX0186SW,10/1/02 16:00,10/8/02 16:00,200210,5.72,3.9, ,0.06, ,0.005, ,0.005, ,0.005, ,0.25, ,0.51,<,0.01, ,0.23,676.6,19.05,19.05,w ,            ,
CO98,NX0457SW,10/8/02 16:00,10/15/02 16:10,200210,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,-7,0.127,t ,            ,
CO98,NX0683SW,10/15/02 16:10,10/22/02 15:30,200210,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
CO98,NX0954SW,10/22/02 15:30,10/29/02 18:05,200210,5.05,5.6, ,0.02, ,0.003, ,0.003, ,0.006, ,0.1, ,0.52, ,0.02, ,0.32,1579.2,38.354,38.354,w ,            ,
CO98,NX1234SW,10/29/02 18:05,11/5/02 18:45,200211,5.03,6.2, ,0.04, ,0.003, ,0.004, ,0.017, ,0.12, ,0.81, ,0.02, ,0.28,1340.6,43.18,43.18,w ,            ,
CO98,NX1505SW,11/5/02 18:45,11/12/02 18:45,200211,5.28,3.3, ,0.02,<,0.003, ,0.003,<,0.003, ,0.03, ,0.26, ,0.02, ,0.17,736.5,58.42,58.42,w ,            ,
CO98,NX1718SW,11/12/02 18:45,11/19/02 18:30,200211,5.76,4.8, ,0.05, ,0.009, ,0.05, ,0.019, ,0.39, ,0.73, ,0.12, ,0.18,36.8,-9.99,0.542,wa,            ,
CO98,NX2045SW,11/19/02 18:30,11/26/02 18:30,200211,5.15,4.1, ,0.01,<,0.003, ,0.009, ,0.003, ,0.07, ,0.47, ,0.02, ,0.12,583.9,17.78,17.78,w ,            ,
CO98,NX2212SW,11/26/02 18:30,12/3/02 17:05,200211,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,-7,0.127,t ,            ,
CO98,NX2481SW,12/3/02 17:05,12/10/02 16:40,200212,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,10.4,3.81,3.81,  ,v           ,
CO98,NX2727SW,12/10/02 16:40,12/17/02 17:35,200212,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,17.1,8.89,8.89,  ,v           ,
CO98,NX3210SW,12/17/02 17:35,12/24/02 17:00,200212,5.24,3.3, ,0.01,<,0.003,<,0.003, ,0.005, ,0.03, ,0.3, ,0.01, ,0.1,365.3,-9.99,5.38,w ,            ,
CO98,NX3304SW,12/24/02 17:00,12/31/02 17:45,200212,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,8.89,8.89,  ,v           ,
CO98,NX3579SW,12/31/02 17:45,1/7/03 17:30,200301,5.67,3.9, ,0.02, ,0.003, ,0.006, ,0.006, ,0.31, ,0.61, ,0.02, ,0.3,391.7,-9.99,5.769,w ,            ,
CO98,NX3817SW,1/7/03 17:30,1/14/03 17:05,200301,5.05,5.4, ,0.05, ,0.005, ,0.008, ,0.01, ,0.12, ,0.48, ,0.03, ,0.39,45.9,5.08,5.08,w ,            ,
CO98,NX4144SW,1/14/03 17:05,1/21/03 16:50,200301,4.7,11.9, ,0.06, ,0.007, ,0.017, ,0.011, ,0.11, ,1.36, ,0.04, ,0.52,135.6,12.7,12.7,w ,            ,
CO98,NX4378SW,1/21/03 16:50,1/28/03 16:50,200301,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,6.2,-9.99,0.091,t ,            ,
CO98,NX4671SW,1/28/03 16:50,2/4/03 17:00,200302,5.39,2.8, ,0.05, ,0.005, ,0.003, ,0.005, ,0.06, ,0.32, ,0.02, ,0.17,1158,25.4,25.4,w ,            ,
CO98,NX4870SW,2/4/03 17:00,2/11/03 17:35,200302,4.8,8.7, ,0.03, ,0.003,<,0.003, ,0.007, ,0.04, ,1.15, ,0.03, ,0.18,359.5,3.81,3.81,w ,            ,
CO98,NX5186SW,2/11/03 17:35,2/18/03 16:50,200302,5.27,3.2,<,0.01,<,0.003,<,0.003,<,0.003, ,0.07, ,0.36, ,0.01, ,0.12,422.2,-9.99,6.218,w ,            ,
CO98,NX5411SW,2/18/03 16:50,2/25/03 18:00,200302,5.61,3.4, ,0.09, ,0.01,<,0.003, ,0.017, ,0.14, ,0.33, ,0.02, ,0.34,583.7,19.05,19.05,w ,            ,
CO98,NX5661SW,2/25/03 18:00,3/4/03 17:30,200303,5.04,5.1, ,0.02,<,0.003,<,0.003, ,0.009, ,0.08, ,0.65, ,0.02, ,0.2,1317,-9.99,19.399,w ,            ,
CO98,NX5943SW,3/4/03 17:30,3/11/03 17:25,200303,5.62,4.9, ,0.2, ,0.021, ,0.012, ,0.11, ,0.17, ,0.61, ,0.06, ,0.6,715.3,44.45,44.45,w ,            ,
CO98,NX6465SW,3/11/03 17:30,3/25/03 17:30,200303,-9,-9, ,-9, ,-9,<,-9,<,-9, ,-9, ,-9, ,-9, ,-9,2424.4,-9.99,35.71,  ,e           ,
CO98,NX6729SW,3/25/03 17:30,4/1/03 17:05,200303,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,26.67,26.67,  ,v           ,
CO98,NX6970SW,4/1/03 17:05,4/8/03 17:00,200304,5.73,5.6, ,0.46, ,0.035, ,0.015, ,0.05, ,0.14, ,1.3, ,0.09, ,0.38,231.5,11.43,11.43,w ,            ,
CO98,NX7246SW,4/8/03 17:00,4/15/03 16:25,200304,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,-9,0,0,d ,            ,
CO98,NX7517SW,4/15/03 16:25,4/22/03 18:00,200304,5.45,4.6, ,0.13, ,0.01, ,0.003, ,0.014, ,0.15, ,0.62, ,0.03, ,0.28,1265.8,-9.99,18.644,w ,            ,
CO98,NX7771SW,4/22/03 18:00,4/29/03 16:15,200304,5.71,4.2, ,0.22, ,0.024, ,0.003, ,0.026, ,0.12, ,0.45, ,0.04, ,0.36,935.8,29.21,29.21,w ,            ,
CO98,NX8037SW,4/29/03 16:15,5/6/03 16:50,200305,7.28,20.5, ,3.13, ,0.269, ,0.062, ,0.077, ,0.09, ,0.6, ,0.07, ,0.54,906,30.48,30.48,w ,            ,
CO98,NX8278SW,5/6/03 16:50,5/13/03 18:00,200305,5.96,4.7, ,0.42, ,0.03, ,0.019, ,0.032, ,0.1, ,0.66, ,0.07, ,0.35,1902.5,59.69,59.69,w ,            ,
CO98,NX8580SW,5/13/03 18:00,5/20/03 15:10,200305,5.37,10.9, ,0.29, ,0.04, ,0.042, ,0.061, ,0.67, ,1.8, ,0.11, ,1.1,215,3.81,3.81,w ,            ,
CO98,NX8840SW,5/20/03 15:10,5/27/03 16:00,200305,5.25,11.8, ,0.41, ,0.046, ,0.031, ,0.096, ,0.61, ,1.83, ,0.19, ,1.39,425.2,6.35,6.35,w ,            ,
CO98,NX9093SW,5/27/03 16:00,6/3/03 17:10,200305,5.53,4.3, ,0.1, ,0.012, ,0.008, ,0.024, ,0.25, ,0.46, ,0.03, ,0.36,478,7.62,7.62,w ,            ,
CO98,NX9329SW,6/3/03 17:10,6/10/03 16:15,200306,5.35,7.2, ,0.22, ,0.032, ,0.077, ,0.036, ,0.33, ,0.81, ,0.05, ,0.84,532.1,7.62,7.62,w ,            ,
CO98,NX9639SW,6/10/03 16:15,6/17/03 15:30,200306,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,1867.2,29.21,29.21,  ,c           ,
CO98,NX9851SW,6/17/03 15:30,6/24/03 16:30,200306,5.31,9.5, ,0.33, ,0.037, ,0.175, ,0.03, ,0.29, ,1.07, ,0.08, ,0.83,1075.2,13.97,13.97,w ,            ,
CO98,NY0157SW,6/24/03 16:30,7/1/03 17:30,200306,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,479.1,4.572,4.572,  ,c           ,
CO98,NY0402SW,7/1/03 17:30,7/8/03 18:00,200307,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
CO98,NY0677SW,7/8/03 18:00,7/15/03 19:45,200307,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,62.4,1.27,1.27,  ,c           ,
CO98,NY0944SW,7/15/03 19:45,7/22/03 17:30,200307,5.04,12.2, ,0.26, ,0.026, ,0.046, ,0.029, ,0.67, ,1.86, ,0.08, ,0.97,1358.4,25.4,25.4,w ,            ,
CO98,NY1208SW,7/22/03 17:30,7/29/03 17:00,200307,5.16,7.8, ,0.09, ,0.011, ,0.018, ,0.006, ,0.43, ,1.24, ,0.05, ,0.48,2124.4,-9.99,31.291,w ,            ,
CO98,NY1465SW,7/29/03 17:00,8/5/03 16:00,200308,5,8.8, ,0.16, ,0.015, ,0.051, ,0.018, ,0.31, ,1.07, ,0.05, ,0.58,1156.8,15.24,15.24,w ,            ,
CO98,NY1736SW,8/5/03 16:00,8/12/03 17:15,200308,4.88,10.6, ,0.2, ,0.024, ,0.02, ,0.033, ,0.32, ,1.51, ,0.06, ,0.72,1082,15.24,15.24,w ,            ,
CO98,NY2021SW,8/12/03 17:15,8/19/03 18:00,200308,5.05,6.6, ,0.1, ,0.011, ,0.014, ,0.008, ,0.19, ,0.82, ,0.03, ,0.36,2448.2,36.83,36.83,w ,            ,
CO98,NY2264SW,8/19/03 18:00,8/26/03 16:50,200308,4.81,11.4, ,0.14, ,0.013, ,0.011, ,0.018, ,0.34, ,1.5, ,0.05, ,0.68,609.3,8.89,8.89,w ,            ,
CO98,NY2538SW,8/26/03 16:50,9/2/03 17:30,200308,5.61,5.6, ,0.11, ,0.013, ,0.02, ,0.009, ,0.39, ,0.93, ,0.03, ,0.4,1140.8,16.51,16.51,w ,            ,
CO98,NY2822SW,9/2/03 17:30,9/9/03 17:20,200309,4.91,9.4, ,0.12, ,0.018, ,0.077, ,0.02, ,0.28, ,1.32, ,0.05, ,0.61,1880.7,27.94,27.94,w ,            ,
CO98,NY3065SW,9/9/03 17:20,9/16/03 17:00,200309,5.46,5.1, ,0.24, ,0.033, ,0.026, ,0.027, ,0.14, ,0.8, ,0.05, ,0.42,716.9,13.97,13.97,w ,            ,
CO98,NY3322SW,9/16/03 17:00,9/23/03 18:00,200309,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,478.9,13.97,13.97,  ,c           ,
CO98,NY3565SW,9/23/03 18:00,9/30/03 17:15,200309,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
CO98,NY3779SW,9/30/03 17:15,10/7/03 16:45,200310,5.77,7.3, ,0.37, ,0.043, ,0.036, ,0.04, ,0.34, ,1.43, ,0.09, ,0.66,574.6,8.89,8.89,w ,            ,
CO98,NY4141SW,10/7/03 17:00,10/14/03 17:30,200310,5.17,6.9, ,0.24, ,0.035, ,0.048, ,0.039, ,0.13, ,1.04, ,0.05, ,0.53,1024.4,13.97,13.97,w ,            ,
CO98,NY4379SW,10/14/03 17:30,10/21/03 17:20,200310,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,-9.99,0,d ,            ,
CO98,NY4642SW,10/21/03 17:20,10/28/03 18:00,200310,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
CO98,NY4931SW,10/28/03 18:00,11/4/03 18:00,200311,5.73,3.8, ,0.08, ,0.008, ,0.05, ,0.013, ,0.23, ,0.39, ,0.04, ,0.32,806,31.75,31.75,w ,            ,
CO98,NY5177SW,11/4/03 18:00,11/11/03 19:30,200311,5.34,2.9, ,0.02,<,0.003, ,0.004, ,0.006, ,0.04, ,0.2, ,0.02, ,0.16,1275.6,49.53,49.53,w ,            ,
CO98,NY5444SW,11/11/03 19:30,11/18/03 19:15,200311,5.28,4.9, ,0.08, ,0.009, ,0.016, ,0.021, ,0.15, ,0.53, ,0.05, ,0.46,340.1,35.56,35.56,w ,            ,
CO98,NY5792SW,11/18/03 19:15,11/25/03 17:15,200311,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,364.2,19.05,19.05,  ,c           ,
CO98,NY5902SW,11/25/03 17:15,12/2/03 17:00,200311,4.82,9.5, ,0.14, ,0.013, ,0.014, ,0.027, ,0.09, ,1.13, ,0.03, ,0.42,48.4,13.97,13.97,w ,            ,
CO98,NY6244SW,12/2/03 17:00,12/9/03 18:10,200312,5.22,3.3, ,0.01,<,0.003, ,0.003,<,0.003, ,0.02, ,0.28,<,0.01, ,0.12,1035,27.94,27.94,w ,            ,
CO98,NY6506SW,12/9/03 18:10,12/16/03 18:00,200312,5.04,6, ,0.19, ,0.012, ,0.013, ,0.013,<,0.02, ,1.09, ,0.02, ,0.17,120.9,13.97,13.97,w ,            ,
CO98,NY6561SW,12/16/03 18:00,12/23/03 17:25,200312,5.7,6, ,0.02, ,0.004, ,0.006, ,0.009, ,0.41, ,0.89, ,0.01, ,0.41,169.6,7.62,7.62,w ,            ,
CO98,NY7027SW,12/23/03 17:25,12/30/03 17:40,200312,5.26,4.2, ,0.05, ,0.005, ,0.007, ,0.016, ,0.05, ,0.36, ,0.04, ,0.13,61.1,11.43,11.43,w ,            ,
CO98,NY7270SW,12/30/03 17:40,1/6/04 19:45,200401,5.37,3.5, ,0.06, ,0.007, ,0.012, ,0.012, ,0.07, ,0.3, ,0.02, ,0.23,176.2,60.96,60.96,w ,            ,
CO98,NY7560SW,1/6/04 19:45,1/13/04 18:15,200401,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,6.35,6.35,  ,v           ,
CO98,NY7743SW,1/13/04 18:15,1/20/04 17:35,200401,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,9.6,-7,0.127,t ,            ,
CO98,NY8058SW,1/20/04 17:35,1/27/04 17:30,200401,4.84,8.2, ,0.03, ,0.003, ,0.004, ,0.011, ,0.18, ,1.15, ,0.02, ,0.29,260.6,10.16,10.16,w ,            ,
CO98,NY8362SW,1/27/04 17:30,2/3/04 18:30,200401,5.35,3.1, ,0.02,<,0.003,<,0.003, ,0.003, ,0.08, ,0.35,<,0.01, ,0.07,565.9,21.59,21.59,w ,            ,
CO98,NY8566SW,2/3/04 18:30,2/10/04 16:55,200402,5.06,5.1, ,0.02, ,0.003, ,0.003, ,0.006, ,0.06, ,0.76, ,0.02, ,0.07,273.7,17.78,17.78,w ,            ,
CO98,NY8911SW,2/10/04 16:55,2/17/04 19:00,200402,5.58,2.5, ,0.02,<,0.003,<,0.003, ,0.004, ,0.13, ,0.32, ,0.01, ,0.11,339.8,10.16,10.16,w ,            ,
CO98,NY9163SW,2/17/04 19:00,2/24/04 17:30,200402,4.78,10.3, ,0.07, ,0.005, ,0.003, ,0.028, ,0.26, ,1.53, ,0.05, ,0.46,302.8,6.35,6.35,w ,            ,
CO98,NY9416SW,2/24/04 17:30,3/2/04 18:00,200402,6.11,8.5, ,0.17, ,0.012, ,0.016, ,0.022, ,0.84, ,1.52, ,0.04, ,0.78,324.7,11.938,11.938,w ,            ,
CO98,NY9657SW,3/2/04 18:00,3/9/04 17:20,200403,5.07,8, ,0.17, ,0.018, ,0.02, ,0.031, ,0.18, ,0.91, ,0.05, ,0.69,99.5,-9.99,1.465,w ,            ,
CO98,NY9903SW,3/9/04 17:20,3/16/04 18:00,200403,5.57,3.2, ,0.06, ,0.006, ,0.007, ,0.011, ,0.12, ,0.35, ,0.02, ,0.21,133.5,8.89,8.89,w ,            ,
CO98,NZ0204SW,3/16/04 18:00,3/23/04 17:25,200403,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,0,0,0,d ,            ,
CO98,NZ0493SW,3/23/04 17:25,3/30/04 17:30,200403,5.42,5.6, ,0.22, ,0.023, ,0.028, ,0.046, ,0.18, ,0.8, ,0.03, ,0.56,677.1,-9.99,9.973,w ,            ,
CO98,NZ0698SW,3/30/04 17:30,4/6/04 17:00,200404,6.33,8.6, ,0.16, ,0.012, ,0.026, ,0.015, ,0.9, ,1.14, ,0.02, ,0.82,3909.4,67.31,67.31,w ,            ,
CO98,NZ0994SW,4/6/04 17:00,4/13/04 17:30,200404,5.63,3.3, ,0.04, ,0.003, ,0.005, ,0.005, ,0.21, ,0.42, ,0.01, ,0.26,2662.4,-9.99,39.216,w ,            ,
CO98,NZ1281SW,4/13/04 17:30,4/20/04 16:30,200404,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,125.5,7.62,7.62,  ,c           ,
CO98,NZ1573SW,4/20/04 16:30,4/27/04 17:50,200404,5.23,4.3, ,0.03, ,0.003, ,0.003, ,0.01, ,0.12, ,0.51, ,0.02, ,0.26,2011.2,54.61,54.61,w ,            ,
CO98,NZ1751SW,4/27/04 17:50,5/4/04 17:15,200405,6.79,11.8, ,1.64, ,0.112, ,0.046, ,0.071, ,0.12, ,1.12, ,0.07, ,0.57,535.5,13.97,13.97,w ,            ,
CO98,NZ2051SW,5/4/04 17:15,5/11/04 17:30,200405,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,14.2,-7,0.127,t ,            ,
CO98,NZ2350SW,5/11/04 17:30,5/18/04 17:20,200405,5.39,6.3, ,0.26, ,0.027, ,0.02, ,0.069, ,0.2, ,1.04, ,0.084, ,0.56,1690.2,38.1,38.1,w ,            ,
CO98,NZ2569SW,5/18/04 17:20,5/25/04 17:00,200405,5.75,6.4, ,0.36, ,0.041, ,0.028, ,0.097, ,0.23, ,1.01, ,0.162, ,0.7,839.6,15.24,15.24,w ,            ,
CO98,NZ2844SW,5/25/04 17:00,6/1/04 16:25,200405,5.82,6.4, ,0.34, ,0.043, ,0.032, ,0.073, ,0.26, ,0.98, ,0.101, ,0.76,627.5,17.78,17.78,w ,            ,
CO98,NZ3116SW,6/1/04 16:25,6/8/04 16:50,200406,-9,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9, ,-9,366.5,5.08,5.08,  ,c           ,
