lake_ID,year,ANC,Ca_mgL,Cl_mgL,DIN_mgL,DOC_mgL,DON_mgL,F_mgL,K_mgL,Mg_mgL,NH4_N_mgL,NH4_mgL,NO3_N_mgL,NO3_mgL,Na_mgL,PO4_mgL,SO4_mgL,TDN_mgL,TP_mgL,cond_uScm,pH,z_ANC,z_Ca_mgL,z_Cl_mgL,z_DIN_mgL,z_DOC_mgL,z_DON_mgL,z_F_mgL,z_K_mgL,z_Mg_mgL,z_NH4_N_mgL,z_NH4_mgL,z_NO3_N_mgL,z_NO3_mgL,z_Na_mgL,z_PO4_mgL,z_SO4_mgL,z_TDN_mgL,z_TP_mgL,z_cond_uScm,z_pH
CRATER LAKE,2001,52.9,1.76,0.06,0.1,NA,-0.1,0.08,0.11,0.1,0.03,0.03,0.08,0.34,0.23,0,1.24,NA,NA,11.8,6.76,-0.386756152,-0.184069168,-0.686214359,0.917117436,NA,-1.115824136,1.261812575,-0.672425636,-0.511620168,1.706628838,0.905598912,0.789990997,0.433191797,-0.560599222,-0.1699893,-0.125639724,NA,NA,-0.323368983,-0.205804102
CRATER LAKE,2002,65.15,1.975,0.07,0.215,NA,-0.215,0.03,0.105,0.125,0.005,0.005,0.205,0.91,0.265,0,1.28,NA,NA,12.4,6.855,-0.319181389,-0.105582279,-0.545715548,2.85663708,NA,-2.506251765,0.218762853,-0.712390339,-0.471003569,-0.388829869,-0.524240044,3.003512094,2.254994451,-0.458573854,-0.1699893,-0.110188934,NA,NA,-0.292005614,-0.013856253
CRATER LAKE,2003,66.05,1.855,0.055,0.13,NA,-0.13,0.09,0.09,0.11,0,0,0.13,0.56,0.26,0,1.15,NA,NA,11.65,6.98,-0.314216713,-0.149388914,-0.756463765,1.423079083,NA,-1.478544387,1.470422519,-0.832284448,-0.495373528,-0.807921611,-0.810207836,1.675399436,1.136343698,-0.473148907,-0.1699893,-0.160404001,NA,NA,-0.331209825,0.238706707
CRATER LAKE,2004,62.02,1.855,0.06,0.14,NA,-0.14,0.07,0.125,0.13,0.01,0.02,0.13,0.57,0.28,0,1.235,NA,NA,12.48,6.905,-0.336447431,-0.149388914,-0.686214359,1.591732965,NA,-1.599451138,1.05320263,-0.552531527,-0.46288025,0.030261872,0.333663329,1.675399436,1.168305148,-0.414848697,-0.1699893,-0.127571073,NA,NA,-0.287823832,0.087168931
CRATER LAKE,2005,59.235,1.64,0.06,0.09,NA,-0.09,0.08,0.1,0.09,0.015,0.04,0.075,0.68,0.25,NA,0.88,NA,NA,10.91,6.98,-0.351810346,-0.227875803,-0.686214359,0.748463554,NA,-0.994917386,1.261812575,-0.752355042,-0.527866807,0.449353614,1.477534494,0.701450153,1.519881099,-0.502299012,NA,-0.264696831,NA,NA,-0.369891313,0.238706707
CRATER LAKE,2006,67.53,1.55,0.04,0.07,NA,-0.07,0.08,0.07,0.09,0.02,0.03,0.05,0.21,0.23,0,0.75,NA,NA,9.81,6.93,-0.306052578,-0.26073078,-0.967211981,0.41115579,NA,-0.753103885,1.261812575,-0.992143261,-0.527866807,0.868445355,0.905598912,0.258745934,0.017692946,-0.560599222,-0.1699893,-0.314911898,NA,NA,-0.427390822,0.137681523
CRATER LAKE,2007,73.16,2.12,NA,0.025,NA,-0.025,NA,0.075,0.115,0.025,0.03,0,NA,0.255,NA,NA,NA,NA,11.375,7.17,-0.274995769,-0.052649261,NA,-0.347786679,NA,-0.209023509,NA,-0.952178558,-0.487250209,1.287537097,0.905598912,-0.626662505,NA,-0.487723959,NA,NA,NA,NA,-0.345584702,0.622602405
CRATER LAKE,2009,73.01,1.53,0.035,0,NA,0,0.045,0.085,0.09,0,0,0,0,0.26,0.005,0.785,NA,NA,9.685,7.13,-0.275823215,-0.268031886,-1.037461387,-0.769421384,NA,0.093243367,0.531677769,-0.872249151,-0.527866807,-0.807921611,-0.810207836,-0.626662505,-0.653497506,-0.473148907,1.128369088,-0.301392457,NA,NA,-0.433924857,0.541782258
CRATER LAKE,2010,68.77,1.435,0.045,0.025,NA,-0.025,0.07,0.075,0.115,0.01,0.01,0.02,0.07,0.205,0,0.695,NA,NA,9.03,7.07,-0.299212357,-0.302712139,-0.896962576,-0.347786679,NA,-0.209023509,1.05320263,-0.952178558,-0.487250209,0.030261872,-0.238272253,-0.27249913,-0.429767356,-0.633474485,-0.1699893,-0.336156734,NA,NA,-0.468163201,0.420552038
CRATER LAKE,2011,62.89,NA,0.04,0.03,NA,-0.03,0.065,0.06,0.03,0.01,0.02,0.025,0.1,0.18,0,0.555,NA,NA,8.51,6.945,-0.331648243,NA,-0.967211981,-0.263459738,NA,-0.269476884,0.948897658,-1.072072667,-0.625346643,0.030261872,0.333663329,-0.183958286,-0.333883005,-0.706349748,-0.1699893,-0.390234498,NA,NA,-0.495344787,0.167989078
CRATER LAKE,2016,77.1675,1.87,0.04,0.05,0.72,0.04,0.06,0.045,0.0975,0.025,0.0325,0.025,0.115,0.25,0,0.7625,0.0875,NA,11.4275,7.0125,-0.252889168,-0.143913085,-0.967211981,0.073848026,-0.475020208,0.576870368,0.844592686,-1.191966776,-0.515681828,1.287537097,1.048582807,-0.183958286,-0.28594083,-0.502299012,-0.1699893,-0.310083526,-0.649554916,NA,-0.342840407,0.304373076
CRATER LAKE,2017,78.165,2.11,0.03,0.05,0.92,0.055,0.08,0.1,0.14,0.025,0.03,0.02,0.095,0.31,0,0.855,0.1,NA,11.095,7.015,-0.247386651,-0.056299814,-1.107710792,0.073848026,-0.290424221,0.758230494,1.261812575,-0.752355042,-0.44663361,1.287537097,0.905598912,-0.27249913,-0.34986373,-0.327398381,-0.1699893,-0.274353575,-0.522599219,NA,-0.360220941,0.309424335
CRATER LAKE,2018,85.92,2.315,0.07,0.055,0.71,0.04,0.03,0.08,0.145,0.005,0.005,0.05,0.215,0.245,0,1.015,0.095,NA,13.275,6.69,-0.204607689,0.018536522,-0.545715548,0.158174967,-0.484250007,0.576870368,0.218762853,-0.912213855,-0.438510291,-0.388829869,-0.524240044,0.258745934,0.033673671,-0.516874065,-0.1699893,-0.212550416,-0.573381498,NA,-0.246267368,-0.347239359
CRATER LAKE,2019,78.39,1.71,0.04,0.045,0.78,0.045,0.03,0.045,0.085,0.02,0.03,0.015,0.09,0.195,0,0.72,0.085,NA,10.405,6.92,-0.246145482,-0.202321932,-0.967211981,-0.010478915,-0.419641412,0.637323744,0.218762853,-1.191966776,-0.535990127,0.868445355,0.905598912,-0.361039973,-0.365844455,-0.66262459,-0.1699893,-0.32649999,-0.674946056,NA,-0.396288815,0.117476486
CRATER LAKE,2020,94.65,1.79,0.07,0.05,1.08,0.07,0.05,0.1,0.14,0.02,0.02,0.04,0.16,0.25,0,0.83,0.12,NA,11.75,6.8,-0.156450327,-0.173117509,-0.545715548,0.073848026,-0.142747431,0.939590619,0.635982742,-0.752355042,-0.44663361,0.868445355,0.333663329,0.081664246,-0.142114305,-0.502299012,-0.1699893,-0.284010319,-0.319470102,NA,-0.325982597,-0.124983955
CRATER LAKE,2021,82.14,2.61,0.07,0.055,0.905,0.065,0.065,0.1,0.12,0.015,0.02,0.035,0.15,0.31,0,0.69,0.115,NA,13.435,6.965,-0.22545933,0.126227834,-0.545715548,0.158174967,-0.30426892,0.879137244,0.948897658,-0.752355042,-0.479126889,0.449353614,0.333663329,-0.006876598,-0.174075755,-0.327398381,-0.1699893,-0.338088083,-0.370252381,NA,-0.237903804,0.208399152
CRATER LAKE,2022,94.26,2.44,0.07,0.055,0.895,0.085,0.05,0.08,0.15,0.015,0.025,0.03,0.15,0.28,0,0.895,0.135,NA,13.485,6.88,-0.158601687,0.064168434,-0.545715548,0.158174967,-0.313498719,1.120950745,0.635982742,-0.912213855,-0.430386971,0.449353614,0.61963112,-0.095417442,-0.174075755,-0.414848697,-0.1699893,-0.258902785,-0.167123265,NA,-0.235290189,0.036656339
CRATER LAKE,2023,90.605,2.47,0.06,0.045,1.03,0.075,0.05,0.085,0.15,0.025,0.03,0.025,0.1,0.245,0,0.82,0.125,NA,13.1,6.905,-0.17876379,0.075120093,-0.686214359,-0.010478915,-0.188896428,1.000043995,0.635982742,-0.872249151,-0.430386971,1.287537097,0.905598912,-0.183958286,-0.333883005,-0.516874065,-0.1699893,-0.287873016,-0.268687823,NA,-0.255415018,0.087168931
ISLAND LAKE,1996,NA,1.215,0.06,0.01,NA,-0.01,0.02,0.19,0.11,0.01,0.01,0,0.01,0.19,0,0.52,NA,NA,7.395,6.315,NA,-0.383024304,-0.686214359,-0.600767502,NA,-0.027663383,0.010152908,-0.032990386,-0.495373528,0.030261872,-0.238272253,-0.626662505,-0.621536056,-0.677199643,-0.1699893,-0.403753939,NA,NA,-0.55362838,-1.104928238
ISLAND LAKE,1997,NA,1.22,0.04,0.01,NA,-0.01,0.02,0.19,0.11,0.01,0.01,0,0.01,0.2,0,0.5,NA,NA,7.79,6.51,NA,-0.381199027,-0.967211981,-0.600767502,NA,-0.027663383,0.010152908,-0.032990386,-0.495373528,0.030261872,-0.238272253,-0.626662505,-0.621536056,-0.648049538,-0.1699893,-0.411479334,NA,NA,-0.532980829,-0.710930021
ISLAND LAKE,1999,NA,1.095,0.045,0.025,NA,-0.025,0.01,0.215,0.095,0.02,0.025,0.005,0.025,0.235,0,0.63,NA,NA,9.29,6.695,NA,-0.426830939,-0.896962576,-0.347786679,NA,-0.209023509,-0.198457036,0.166833129,-0.519743487,0.868445355,0.61963112,-0.538121661,-0.573593881,-0.54602417,-0.1699893,-0.361264267,NA,NA,-0.454572408,-0.337136841
ISLAND LAKE,2000,77.1,1.44,0.085,0.04,NA,-0.04,0.025,0.265,0.135,0.04,0.055,0,0.005,0.275,0,0.655,NA,NA,9.655,6.535,-0.253261518,-0.300886862,-0.334967332,-0.094805856,NA,-0.390383634,0.114457881,0.566480161,-0.45475693,2.544812321,2.335437868,-0.626662505,-0.637516781,-0.429423749,-0.1699893,-0.351607524,NA,NA,-0.435493025,-0.660417429
ISLAND LAKE,2001,81.15,1.555,0.06,0.0575,NA,-0.0575,0.04,0.295,0.145,0,0,0.0575,0.26,0.3,0,0.8075,NA,NA,10.6575,6.8625,-0.230920474,-0.258905503,-0.686214359,0.200338438,NA,-0.601970447,0.427372797,0.806268379,-0.438510291,-0.807921611,-0.810207836,0.3915572,0.177500196,-0.356548486,-0.1699893,-0.292701388,NA,NA,-0.383090064,0.001297525
ISLAND LAKE,2002,106.3,2.105,0.09,0.04,NA,-0.04,0.015,0.345,0.195,0,0,0.04,0.195,0.36,0,1.1,NA,NA,14.75,7.035,-0.092185348,-0.05812509,-0.264717926,-0.094805856,NA,-0.390383634,-0.094152064,1.20591541,-0.357277094,-0.807921611,-0.810207836,0.081664246,-0.03024923,-0.181647855,-0.1699893,-0.179717488,NA,NA,-0.169165754,0.349834409
ISLAND LAKE,2003,94.575,1.91,0.06,0.07,NA,-0.07,0,0.2875,0.1725,0.0125,0.015,0.0575,0.2575,0.3025,0,0.83,NA,NA,12.525,7.04,-0.15686405,-0.129310873,-0.686214359,0.41115579,NA,-0.753103885,-0.40706698,0.746321325,-0.393832033,0.239807743,0.047695538,0.3915572,0.169509833,-0.34926096,-0.1699893,-0.284010319,NA,NA,-0.285471579,0.359936927
ISLAND LAKE,2004,93.96,2.11,0.085,0.03,NA,-0.03,0.02,0.35,0.21,0.005,0.005,0.025,0.125,0.36,0,0.94,NA,NA,14.665,7.125,-0.160256579,-0.056299814,-0.334967332,-0.263459738,NA,-0.269476884,0.010152908,1.245880113,-0.332907135,-0.388829869,-0.524240044,-0.183958286,-0.25397938,-0.181647855,-0.1699893,-0.241520647,NA,NA,-0.173608898,0.53167974
ISLAND LAKE,2005,NA,NA,NA,0,NA,0,NA,NA,NA,0,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,-0.769421384,NA,0.093243367,NA,NA,NA,-0.807921611,NA,-0.626662505,NA,NA,NA,NA,NA,NA,NA,NA
ISLAND LAKE,2006,88.44,1.76,0.05,0.02,NA,-0.02,0,0.3,0.16,0,0,0.02,0.09,0.29,0,0.66,NA,NA,11.8,6.98,-0.190706595,-0.184069168,-0.82671317,-0.43211362,NA,-0.148570134,-0.40706698,0.846233082,-0.414140332,-0.807921611,-0.810207836,-0.27249913,-0.365844455,-0.385698591,-0.1699893,-0.349676175,NA,NA,-0.323368983,0.238706707
ISLAND LAKE,2007,107.955,2.04,NA,0.015,NA,-0.015,NA,0.335,0.18,0.015,0.015,0,NA,0.355,NA,NA,NA,NA,14,7.3,-0.08305586,-0.081853685,NA,-0.516440561,NA,-0.088116758,NA,1.125986004,-0.381647053,0.449353614,0.047695538,-0.626662505,NA,-0.196222908,NA,NA,NA,NA,-0.208369965,0.885267883
ISLAND LAKE,2008,108.3,2.02,0.07,0.01,NA,-0.01,0.02,0.32,0.18,0,0,0.01,0.07,0.4,0,0.77,NA,NA,12.9,7.1,-0.081152734,-0.089154791,-0.545715548,-0.600767502,NA,-0.027663383,0.010152908,1.006091895,-0.381647053,-0.807921611,-0.810207836,-0.449580817,-0.429767356,-0.065047435,-0.1699893,-0.307186503,NA,NA,-0.265869474,0.481167148
ISLAND LAKE,2009,107.8325,1.88,0.0525,0.005,NA,-0.005,0.02,0.33,0.175,0.005,0.0075,0,0.0125,0.4275,0,0.675,NA,NA,12.1,7.15,-0.083731608,-0.140262532,-0.791588468,-0.685094443,NA,0.032789992,0.010152908,1.086021301,-0.389770373,-0.388829869,-0.381256149,-0.626662505,-0.613545693,0.015115354,-0.1699893,-0.343882129,NA,NA,-0.307687299,0.582192332
ISLAND LAKE,2010,96.335,1.315,0.055,0,NA,0,0.03,0.255,0.175,0,0,0,0,0.295,0,0.605,NA,NA,10.135,6.895,-0.147155349,-0.346518774,-0.756463765,-0.769421384,NA,0.093243367,0.218762853,0.486550754,-0.389770373,-0.807921611,-0.810207836,-0.626662505,-0.653497506,-0.371123539,-0.1699893,-0.370921011,NA,NA,-0.410402331,0.066963894
ISLAND LAKE,2011,87.885,1.145,0.05,0.035,NA,-0.035,0.02,0.205,0.055,0.01,0.015,0.025,0.1,0.255,0,0.47,NA,NA,10.35,7.05,-0.193768145,-0.408578174,-0.82671317,-0.179132797,NA,-0.329930259,0.010152908,0.086903723,-0.584730045,0.030261872,0.047695538,-0.183958286,-0.333883005,-0.487723959,-0.1699893,-0.423067426,NA,NA,-0.39916379,0.380141964
ISLAND LAKE,2016,123.255,2.12,0.085,0.04,0.67,0.03,0.025,0.52,0.26,0.025,0.035,0.015,0.07,0.51,0,0.755,0.08,NA,17.095,7.23,0.00134364,-0.052649261,-0.334967332,-0.094805856,-0.521169205,0.455963618,0.114457881,2.604680019,-0.251673938,1.287537097,1.191566703,-0.361039973,-0.429767356,0.255603722,-0.1699893,-0.312980549,-0.725728335,NA,-0.046587255,0.743832626
ISLAND LAKE,2017,121.255,2.165,0.075,0.065,0.78,0.065,0.02,0.34,0.205,0.03,0.04,0.035,0.14,0.4,0,0.75,0.135,NA,15.415,7.09,-0.009688974,-0.036221773,-0.475466143,0.326828849,-0.419641412,0.879137244,0.010152908,1.165950707,-0.341030455,1.706628838,1.477534494,-0.006876598,-0.206037205,-0.065047435,-0.1699893,-0.314911898,-0.167123265,NA,-0.134404687,0.460962111
ISLAND LAKE,2018,151.3,2.03,0.095,0.015,0.845,0.075,0.005,0.345,0.21,0.005,0.005,0.015,0.055,0.415,0,0.845,0.09,NA,16.47,6.815,0.156048475,-0.085504238,-0.194468521,-0.516440561,-0.359647716,1.000043995,-0.302762008,1.20591541,-0.332907135,-0.388829869,-0.524240044,-0.361039973,-0.477709531,-0.021322277,-0.1699893,-0.278216272,-0.624163777,NA,-0.079257431,-0.0946764
ISLAND LAKE,2019,128.365,2.175,0.05,0.045,0.96,0.065,0,0.29,0.19,0.025,0.03,0.02,0.075,0.345,0,0.565,0.105,NA,14.52,6.97,0.02953197,-0.03257122,-0.82671317,-0.010478915,-0.253505023,0.879137244,-0.40706698,0.766303676,-0.365400414,1.287537097,0.905598912,-0.27249913,-0.41378663,-0.225373013,-0.1699893,-0.3863718,-0.471816939,NA,-0.181188379,0.21850167
ISLAND LAKE,2020,119.83,2.13,0.06,0.04,0.78,0.06,0.02,0.34,0.22,0.02,0.03,0.01,0.06,0.34,0,0.63,0.1,NA,13.96,6.73,-0.017549712,-0.048998708,-0.686214359,-0.094805856,-0.419641412,0.818683869,0.010152908,1.165950707,-0.316660496,0.868445355,0.905598912,-0.449580817,-0.461728806,-0.239948066,-0.1699893,-0.361264267,-0.522599219,NA,-0.210460856,-0.266419212
ISLAND LAKE,2021,123.165,2.12,0.08,0.03,1.04,0.075,0.02,0.315,0.2,0.02,0.02,0.02,0.075,0.405,0,0.905,0.105,NA,14.485,6.885,0.000847172,-0.052649261,-0.405216737,-0.263459738,-0.179666628,1.000043995,0.010152908,0.966127192,-0.349153774,0.868445355,0.333663329,-0.27249913,-0.41378663,-0.050472382,-0.1699893,-0.255040088,-0.471816939,NA,-0.183017909,0.046758858
ISLAND LAKE,2022,147.845,2.5,0.065,0.045,0.865,0.065,0.03,0.34,0.25,0.02,0.025,0.025,0.105,0.39,0,0.795,0.105,NA,16.87,6.895,0.136989634,0.086071751,-0.615964954,-0.010478915,-0.341188117,0.879137244,0.218762853,1.165950707,-0.267920578,0.868445355,0.61963112,-0.183958286,-0.31790228,-0.09419754,-0.1699893,-0.29752976,-0.471816939,NA,-0.058348519,0.066963894
ISLAND LAKE,2023,131.675,2,0.06,0.045,0.975,0.085,0.025,0.335,0.24,0.015,0.025,0.03,0.135,0.43,0,0.9,0.13,NA,15.51,6.945,0.047790947,-0.096455897,-0.686214359,-0.010478915,-0.239660324,1.120950745,0.114457881,1.125986004,-0.284167217,0.449353614,0.61963112,-0.095417442,-0.22201793,0.022402881,-0.1699893,-0.256971437,-0.217905544,NA,-0.129438821,0.167989078
KELLY LAKE,1997,NA,3.11,0.075,0.01,NA,-0.01,0.02,0.41,0.43,0.01,0.01,0,0.01,0.555,0,1.065,NA,NA,18.17,6.925,NA,0.308755482,-0.475466143,-0.600767502,NA,-0.027663383,0.010152908,1.725456551,0.02451893,0.030261872,-0.238272253,-0.626662505,-0.621536056,0.386779195,-0.1699893,-0.193236929,NA,NA,0.009605447,0.127579005
KELLY LAKE,1998,NA,2.89,0.07,0.03,NA,-0.03,0.02,0.34,0.39,0.02,0.03,0,0.01,0.49,0,1.03,NA,NA,18.13,6.98,NA,0.228443317,-0.545715548,-0.263459738,NA,-0.269476884,0.010152908,1.165950707,-0.040467627,0.868445355,0.905598912,-0.626662505,-0.621536056,0.197303511,-0.1699893,-0.20675637,NA,NA,0.007514555,0.238706707
KELLY LAKE,1999,NA,2.87,0.08,0.04,NA,-0.04,0.015,0.335,0.445,0.035,0.045,0,0.01,0.505,0,1.135,NA,NA,16.975,7.1,NA,0.221142211,-0.405216737,-0.094805856,NA,-0.390383634,-0.094152064,1.125986004,0.048888889,2.125720579,1.763502285,-0.626662505,-0.621536056,0.241028669,-0.1699893,-0.166198047,NA,NA,-0.052859929,0.481167148
KELLY LAKE,2000,197.2,3.17,0.115,0.025,NA,-0.025,0.05,0.485,0.455,0.025,0.035,0,0,0.555,0,1.255,NA,NA,21.675,6.975,0.409246975,0.3306588,0.086529101,-0.347786679,NA,-0.209023509,0.635982742,2.324927097,0.065135529,1.287537097,1.191566703,-0.626662505,-0.653497506,0.386779195,-0.1699893,-0.119845678,NA,NA,0.192819791,0.228604188
KELLY LAKE,2001,194,3.255,0.065,0.015,NA,-0.015,0.04,0.485,0.465,0,0,0.015,0.07,0.63,0,1.355,NA,NA,21.95,7.42,0.391594792,0.3616885,-0.615964954,-0.516440561,NA,-0.088116758,0.427372797,2.324927097,0.081382168,-0.807921611,-0.810207836,-0.361039973,-0.429767356,0.605404983,-0.1699893,-0.081218703,NA,NA,0.207194668,1.127728324
KELLY LAKE,2002,203.475,3.559166667,0.090833333,0.019166667,NA,-0.019166667,0,0.520833333,0.51,0.004166667,0.004166667,0.016666667,0.085,0.675833333,0,1.565,NA,NA,24.68333333,7.501666667,0.443861803,0.472726152,-0.253009692,-0.44616811,NA,-0.138494571,-0.40706698,2.611340803,0.154492045,-0.458678493,-0.571901343,-0.331526359,-0.38182518,0.739009632,-0.1699893,-0.000102057,NA,NA,0.350072236,1.292736124
KELLY LAKE,2003,202.1,3.41,0.07,0.02,NA,-0.02,0,0.465,0.49,0.015,0.02,0.005,0.02,0.63,0,1.585,NA,NA,23.75,7.7,0.436276881,0.418272071,-0.545715548,-0.43211362,NA,-0.148570134,-0.40706698,2.165068285,0.121998766,0.449353614,0.333663329,-0.538121661,-0.589574606,0.605404983,-0.1699893,0.007623337,NA,NA,0.301284774,1.693469353
KELLY LAKE,2004,182.765,3.65,0.095,0.075,NA,-0.075,0.02,0.54,0.53,0.005,0.005,0.07,0.315,0.695,0,1.77,NA,NA,27.15,7.4,0.329619081,0.505885342,-0.194468521,0.495482731,NA,-0.81355726,0.010152908,2.764538832,0.186985324,-0.388829869,-0.524240044,0.612909309,0.353288171,0.794880667,-0.1699893,0.07908324,NA,NA,0.479010529,1.087318251
KELLY LAKE,2005,192.49,3.44,0.07,0.02,NA,-0.02,0.04,0.45,0.5,0.015,0.04,0.005,0.05,0.63,0,1.51,NA,NA,24.55,7.505,0.383265168,0.429223729,-0.545715548,-0.43211362,NA,-0.148570134,0.427372797,2.045174176,0.138245406,0.449353614,1.477534494,-0.538121661,-0.493690256,0.605404983,-0.1699893,-0.021346893,NA,NA,0.343102599,1.299471136
KELLY LAKE,2007,221.44,3.47,NA,0,NA,0,NA,0.49,0.49,0,0,0,NA,0.66,NA,NA,NA,NA,26,7.8,0.542962262,0.440175388,NA,-0.769421384,NA,0.093243367,NA,2.364891801,0.121998766,-0.807921611,-0.810207836,-0.626662505,NA,0.692855299,NA,NA,NA,NA,0.418897406,1.895519721
KELLY LAKE,2008,209.945,3.51,0.075,0,NA,0,0.025,0.485,0.51,0,0,0,0.015,0.68,0,0.385,NA,NA,25.5,7.805,0.47955231,0.4547776,-0.475466143,-0.769421384,NA,0.093243367,0.114457881,2.324927097,0.154492045,-0.807921611,-0.810207836,-0.626662505,-0.605555331,0.751155509,-0.1699893,-0.455900354,NA,NA,0.392761266,1.905622239
KELLY LAKE,2009,230.86,3.4,0.085,0,NA,0,0.03,0.48,0.5,0,0,0,0,0.74,0.005,1.66,NA,NA,21.75,7.455,0.594925875,0.414621518,-0.334967332,-0.769421384,NA,0.093243367,0.218762853,2.284962394,0.138245406,-0.807921611,-0.810207836,-0.626662505,-0.653497506,0.92605614,1.128369088,0.036593568,NA,NA,0.196740212,1.198445953
KELLY LAKE,2010,144.495,2.5175,0.05,0.02,NA,-0.02,0.0225,0.3275,0.1925,0.02,0.025,0,0.0025,0.4475,0,1.08,NA,NA,18.5475,7.145,0.118510005,0.092460219,-0.82671317,-0.43211362,NA,-0.148570134,0.062305394,1.066038949,-0.361338754,0.868445355,0.61963112,-0.626662505,-0.645507144,0.073415565,-0.1699893,-0.187442883,NA,NA,0.029338233,0.572089813
KELLY LAKE,2011,199.345,0.975,0.05,0,NA,0,0.02,0.39,0.31,0,0,0,0,0.6,0,1.16,NA,NA,13.61,7.51,0.421079454,-0.470637575,-0.82671317,-0.769421384,NA,0.093243367,0.010152908,1.565597738,-0.170440742,-0.807921611,-0.810207836,-0.626662505,-0.653497506,0.517954668,-0.1699893,-0.156541303,NA,NA,-0.228756154,1.309573655
KELLY LAKE,2016,217.42,3.49,0.07,0.02,0.82,0.05,0.03,0.48,0.48,0.01,0.01,0.01,0.03,0.7,0,1.47,0.07,NA,24.7,7.55,0.520786707,0.447476494,-0.545715548,-0.43211362,-0.382722214,0.697777119,0.218762853,2.284962394,0.105752127,0.030261872,-0.238272253,-0.449580817,-0.557613156,0.809455719,-0.1699893,-0.036797683,-0.827292893,NA,0.350943441,1.390393802
KELLY LAKE,2017,225.89,3.515,0.04,0.005,0.915,0.1,0.025,0.47,0.515,0.005,0.01,0,0,0.64,0,1.185,0.105,NA,23.86,7.355,0.567509829,0.456602877,-0.967211981,-0.685094443,-0.29503912,1.30231087,0.114457881,2.205032988,0.162615365,-0.388829869,-0.238272253,-0.626662505,-0.653497506,0.634555089,-0.1699893,-0.14688456,-0.471816939,NA,0.307034725,0.996395585
KELLY LAKE,2018,252.36,3.475,0.08,0.04,0.93,0.07,0.375,0.475,0.555,0.01,0.01,0.03,0.125,0.65,0,1.48,0.11,NA,24.08,7,0.71352648,0.442000665,-0.405216737,-0.094805856,-0.281194421,0.939590619,7.415805934,2.244997691,0.227601922,0.030261872,-0.238272253,-0.095417442,-0.25397938,0.663705194,-0.1699893,-0.032934986,-0.42103466,NA,0.318534627,0.27911678
KELLY LAKE,2019,218.4,3.48,0.055,0.04,0.97,0.03,0,0.45,0.59,0.03,0.035,0.015,0.07,0.595,0,1.23,0.075,NA,24.14,7.24,0.526192688,0.443825941,-0.756463765,-0.094805856,-0.244275224,0.455963618,-0.40706698,2.045174176,0.28446516,1.706628838,1.191566703,-0.361039973,-0.429767356,0.503379615,-0.1699893,-0.129502421,-0.776510614,NA,0.321670964,0.764037662
KELLY LAKE,2020,232.61,3.5,0.08,0.03,1.08,0.06,0,0.55,0.63,0.01,0.02,0.02,0.07,0.66,0,1.33,0.09,NA,25.02,6.99,0.604579413,0.451127047,-0.405216737,-0.263459738,-0.142747431,0.818683869,-0.40706698,2.844468238,0.349451717,0.030261872,0.333663329,-0.27249913,-0.429767356,0.692855299,-0.1699893,-0.090875447,-0.624163777,NA,0.367670571,0.258911744
KELLY LAKE,2021,244.7,3.48,0.07,0.025,0.95,0.065,0.01,0.44,0.56,0.02,0.025,0.005,0.03,0.665,0,1.37,0.09,NA,25.395,7.15,0.671271567,0.443825941,-0.545715548,-0.347786679,-0.262734823,0.879137244,-0.198457036,1.965244769,0.235725242,0.868445355,0.61963112,-0.538121661,-0.557613156,0.707430351,-0.1699893,-0.075424657,-0.624163777,NA,0.387272676,0.582192332
KELLY LAKE,2022,253.86,3.63,0.085,0.03,0.825,0.05,0.025,0.465,0.5,0.02,0.025,0.01,0.035,0.645,0,0.825,0.075,NA,26.035,7.185,0.721800941,0.498584236,-0.334967332,-0.263459738,-0.378107315,0.697777119,0.114457881,2.165068285,0.138245406,0.868445355,0.61963112,-0.449580817,-0.541632431,0.649130141,-0.1699893,-0.285941667,-0.776510614,NA,0.420726936,0.65290996
KELLY LAKE,2023,240.885,3.975,0.105,0.03,1.16,0.08,0.02,0.44,0.53,0.02,0.02,0.01,0.04,0.62,0,0.905,0.105,NA,26.145,7.08,0.650226855,0.624528313,-0.05396971,-0.263459738,-0.068909036,1.06049737,0.010152908,1.965244769,0.186985324,0.868445355,0.333663329,-0.449580817,-0.525651706,0.576254878,-0.1699893,-0.255040088,-0.471816939,NA,0.426476887,0.440757074
KING LAKE,2000,60.75,1.045,0.155,0.035,NA,-0.035,0.1,0.185,0.215,0.035,0.045,0.005,0.015,0.415,0,0.99,NA,NA,9.31,6.46,-0.343453141,-0.445083704,0.648524345,-0.179132797,NA,-0.329930259,1.679032463,-0.072955089,-0.324783815,2.125720579,1.763502285,-0.538121661,-0.605555331,-0.021322277,-0.1699893,-0.22220716,NA,NA,-0.453526962,-0.811955205
KING LAKE,2001,42.25,1.015,0.055,0.01,NA,-0.01,0.08,0.155,0.205,0.01,0.01,0,0.01,0.43,0,1.02,NA,NA,9.55,6.77,-0.445504824,-0.456035363,-0.756463765,-0.600767502,NA,-0.027663383,1.261812575,-0.312743308,-0.341030455,0.030261872,-0.238272253,-0.626662505,-0.621536056,0.022402881,-0.1699893,-0.210619067,NA,NA,-0.440981615,-0.185599065
