lake_ID,year,ANC,Ca_mgL,Cl_mgL,DIN_mgL,DOC_mgL,DON_mgL,F_mgL,K_mgL,Mg_mgL,NH4_N_mgL,NH4_mgL,NO3_N_mgL,NO3_mgL,Na_mgL,PO4_mgL,SO4_mgL,TDN_mgL,TP_mgL,cond_uScm,pH,z_ANC,z_Ca_mgL,z_Cl_mgL,z_DIN_mgL,z_DOC_mgL,z_DON_mgL,z_F_mgL,z_K_mgL,z_Mg_mgL,z_NH4_N_mgL,z_NH4_mgL,z_NO3_N_mgL,z_NO3_mgL,z_Na_mgL,z_PO4_mgL,z_SO4_mgL,z_TDN_mgL,z_TP_mgL,z_cond_uScm,z_pH
UPPER NED WILSON LAKE,2002,NA,0.78,0.065,NA,NA,NA,0,0.075,0.175,NA,0.02,NA,0.015,0.09,0,0.39,NA,NA,6.7,6.635,NA,-0.541823357,-0.615964954,NA,NA,NA,-0.40706698,-0.952178558,-0.389770373,NA,0.333663329,NA,-0.605555331,-0.968700694,-0.1699893,-0.453969006,NA,NA,-0.589957615,-0.458367061
UPPER NED WILSON LAKE,2003,NA,0.622,0.066,NA,NA,NA,0,0.09,0.14,NA,0.02,NA,0.016,0.116,0,0.348,NA,NA,5.82,6.386,NA,-0.599502094,-0.601915073,NA,NA,NA,-0.40706698,-0.832284448,-0.44663361,NA,0.333663329,NA,-0.602359186,-0.892910421,-0.1699893,-0.470192335,NA,NA,-0.635957223,-0.961472477
UPPER NED WILSON LAKE,2004,NA,0.788,0.096,NA,NA,NA,0,0.11,0.162,NA,0.02,NA,0.014,0.14,0,0.308,NA,NA,7.66,6.606,NA,-0.538902915,-0.18041864,NA,NA,NA,-0.40706698,-0.672425636,-0.410891004,NA,0.333663329,NA,-0.608751476,-0.822950169,-0.1699893,-0.485643124,NA,NA,-0.539776226,-0.516961668
UPPER NED WILSON LAKE,2005,51.42333333,0.6075,0.045,NA,NA,NA,0,0.0675,0.1375,NA,0,NA,0.01,0.0725,0,0.2675,NA,NA,5.175,6.3925,-0.394901899,-0.604795396,-0.896962576,NA,NA,NA,-0.40706698,-1.012125612,-0.45069527,NA,-0.810207836,NA,-0.621536056,-1.019713378,-0.1699893,-0.501287049,NA,NA,-0.669672844,-0.948339203
UPPER NED WILSON LAKE,2006,31.37,0.59,0.05,NA,NA,NA,0,0.08,0.12,NA,0,NA,0.01,0.09,0,0.22,NA,NA,5.1,6.48,-0.505522246,-0.611183864,-0.82671317,NA,NA,NA,-0.40706698,-0.912213855,-0.479126889,NA,-0.810207836,NA,-0.621536056,-0.968700694,-0.1699893,-0.519634862,NA,NA,-0.673593265,-0.771545131
UPPER NED WILSON LAKE,2007,42.86,0.786666667,0.083333333,NA,NA,NA,0,0.08,0.126666667,NA,0,NA,0.01,0.116666667,0,0.236666667,NA,NA,6.1,6.35,-0.442139876,-0.539389655,-0.3583838,NA,NA,NA,-0.40706698,-0.912213855,-0.468295796,NA,-0.810207836,NA,-0.621536056,-0.890967081,-0.1699893,-0.513197033,NA,NA,-0.621320984,-1.034210609
UPPER NED WILSON LAKE,2016,37.96,0.715,0.11,NA,4.3,NA,0.02,0.06,0.125,NA,0.005,NA,0.07,0.09,0,0.175,0.17,NA,5.045,6.38,-0.469169782,-0.565551952,0.016279696,NA,2.829247963,NA,0.010152908,-1.072072667,-0.471003569,NA,-0.524240044,NA,-0.429767356,-0.968700694,-0.1699893,-0.537017,0.188352689,NA,-0.67646824,-0.973595499
UPPER NED WILSON LAKE,2017,34.225,0.65,0.065,NA,2.35,NA,0.02,0.07,0.145,NA,0.005,NA,0.005,0.075,0,0.105,0.195,NA,4.415,6.565,-0.489773189,-0.589280546,-0.615964954,NA,1.029437088,NA,0.010152908,-0.992143261,-0.438510291,NA,-0.524240044,NA,-0.637516781,-1.012425852,-0.1699893,-0.564055882,0.442264085,NA,-0.709399777,-0.599802319
UPPER NED WILSON LAKE,2018,40.65,0.775,0.095,NA,4.445,NA,0.02,0.125,0.21,NA,0.01,NA,0,0.11,0,0.285,0.195,NA,5.95,6.195,-0.454330915,-0.543648634,-0.194468521,NA,2.963080054,NA,0.010152908,-0.552531527,-0.332907135,NA,-0.238272253,NA,-0.653497506,-0.910400484,-0.1699893,-0.494527329,0.442264085,NA,-0.629161826,-1.347388679
UPPER NED WILSON LAKE,2019,18.93,0.67,0.05,NA,2.92,NA,0,0.03,0.12,NA,0.02,NA,0.08,0.04,0,0.18,0.11,NA,3.9,6.42,-0.574145108,-0.58197944,-0.82671317,NA,1.555535651,NA,-0.40706698,-1.311860886,-0.479126889,NA,0.333663329,NA,-0.397805905,-1.11445122,-0.1699893,-0.535085652,-0.42103466,NA,-0.736320002,-0.892775352
UPPER NED WILSON LAKE,2020,41.18,0.775,0.055,NA,5.245,NA,0.015,0.075,0.29,NA,0.01,NA,0.06,0.09,0,0.265,0.2,NA,5.66,6.44,-0.451407273,-0.543648634,-0.756463765,NA,3.701464002,NA,-0.094152064,-0.952178558,-0.20293402,NA,-0.238272253,NA,-0.461728806,-0.968700694,-0.1699893,-0.502252723,0.493046364,NA,-0.644320788,-0.852365278
UPPER PACKTRAIL POTHOLE,1987,47.9,0.98,0.06,NA,NA,NA,0,0.05,0.28,NA,0.01,NA,0.01,0.09,0,0.5,NA,NA,10.2,NA,-0.414337688,-0.468812298,-0.686214359,NA,NA,NA,-0.40706698,-1.152002073,-0.21918066,NA,-0.238272253,NA,-0.621536056,-0.968700694,-0.1699893,-0.411479334,NA,NA,-0.407004632,NA
UPPER PACKTRAIL POTHOLE,1988,57.65,0.955,0.11,NA,NA,NA,0,0.07,0.27,NA,0.02,NA,0.01,0.175,0,0.35,NA,NA,9.1,NA,-0.360553693,-0.477938681,0.016279696,NA,NA,NA,-0.40706698,-0.992143261,-0.235427299,NA,0.333663329,NA,-0.621536056,-0.720924801,-0.1699893,-0.469419795,NA,NA,-0.464504141,NA
UPPER PACKTRAIL POTHOLE,1989,46.6,0.91,0.06,NA,NA,NA,0,0.09,0.255,NA,0.005,NA,0.035,0.165,0,0.375,NA,NA,9.05,NA,-0.421508888,-0.494366169,-0.686214359,NA,NA,NA,-0.40706698,-0.832284448,-0.259797258,NA,-0.524240044,NA,-0.541632431,-0.750074906,-0.1699893,-0.459763052,NA,NA,-0.467117755,NA
UPPER PACKTRAIL POTHOLE,1990,61.15,1.025,0.05,NA,NA,NA,0,0.08,0.24,NA,0.005,NA,0.025,0.14,0,0.38,NA,NA,8.75,6.9,-0.341246618,-0.45238481,-0.82671317,NA,NA,NA,-0.40706698,-0.912213855,-0.284167217,NA,-0.524240044,NA,-0.573593881,-0.822950169,-0.1699893,-0.457831703,NA,NA,-0.48279944,0.077066413
UPPER PACKTRAIL POTHOLE,1991,61.95,1.015,0.045,NA,NA,NA,0,0.035,0.24,NA,0.01,NA,0.04,0.055,0,0.37,NA,NA,8.25,7.05,-0.336833572,-0.456035363,-0.896962576,NA,NA,NA,-0.40706698,-1.271896183,-0.284167217,NA,-0.238272253,NA,-0.525651706,-1.070726062,-0.1699893,-0.4616944,NA,NA,-0.50893558,0.380141964
UPPER PACKTRAIL POTHOLE,1992,72.2,1.063333333,0.056666667,NA,NA,NA,0,0.065,0.3,NA,0,NA,0.04,0.19,0,0.423333333,NA,NA,10.45,NA,-0.280291423,-0.438391024,-0.733047296,NA,NA,NA,-0.40706698,-1.032107964,-0.186687381,NA,-0.810207836,NA,-0.525651706,-0.677199643,-0.1699893,-0.441093347,NA,NA,-0.393936562,NA
UPPER PACKTRAIL POTHOLE,1993,53.325,0.865,0.1225,NA,NA,NA,0,0.06,0.255,NA,0.0075,NA,0.02,0.15,0,0.325,NA,NA,8.35,7.0025,-0.384411722,-0.510793657,0.19190321,NA,NA,NA,-0.40706698,-1.072072667,-0.259797258,NA,-0.381256149,NA,-0.589574606,-0.793800063,-0.1699893,-0.479076539,NA,NA,-0.503708352,0.284168039
UPPER PACKTRAIL POTHOLE,1994,53.925,1.02,0.0425,NA,NA,NA,0,0.045,0.26,NA,0.005,NA,0.025,0.07,0,0.5775,NA,NA,9.2,6.915,-0.381101937,-0.454210086,-0.932087279,NA,NA,NA,-0.40706698,-1.191966776,-0.251673938,NA,-0.524240044,NA,-0.573593881,-1.027000905,-0.1699893,-0.381543429,NA,NA,-0.459276913,0.107373968
UPPER PACKTRAIL POTHOLE,1995,52.12,0.834,0.034,NA,NA,NA,0,0.05,0.222,NA,0.018,NA,0.034,0.104,0,0.336,NA,NA,7.62,6.75,-0.391058872,-0.522110371,-1.051511268,NA,NA,NA,-0.40706698,-1.152002073,-0.313411168,NA,0.219276213,NA,-0.544828576,-0.927890547,-0.1699893,-0.474827572,NA,NA,-0.541867117,-0.226009139
UPPER PACKTRAIL POTHOLE,1996,58.28571429,0.96,0.07,NA,NA,NA,0,0.055714286,0.254285714,NA,0.014285714,NA,0.014285714,0.121428571,0,0.272857143,NA,NA,8.914285714,6.88,-0.357046898,-0.476113404,-0.545715548,NA,NA,NA,-0.40706698,-1.106328127,-0.260957732,NA,0.006842996,NA,-0.607838292,-0.877086078,-0.1699893,-0.499217747,NA,NA,-0.474211851,0.036656339
UPPER PACKTRAIL POTHOLE,1997,54.575,0.85,0.0325,NA,NA,NA,0,0.0575,0.235,NA,0.005,NA,0.01,0.1225,0,0.25,NA,NA,7.966666667,6.8175,-0.377516338,-0.516269487,-1.07258609,NA,NA,NA,-0.40706698,-1.092055019,-0.292290537,NA,-0.524240044,NA,-0.621536056,-0.873962853,-0.1699893,-0.50804677,NA,NA,-0.52374606,-0.089625141
UPPER PACKTRAIL POTHOLE,1998,77.025,1.1575,0.0525,NA,NA,NA,0,0.0625,0.3225,NA,0,NA,0.0275,0.165,0,0.3625,NA,NA,9.85,6.93,-0.253675241,-0.404014983,-0.791588468,NA,NA,NA,-0.40706698,-1.052090315,-0.150132443,NA,-0.810207836,NA,-0.565603518,-0.750074906,-0.1699893,-0.464591423,NA,NA,-0.425299931,0.137681523
UPPER PACKTRAIL POTHOLE,1999,84.05,1.33,0.0525,NA,NA,NA,0,0.1025,0.345,NA,0.0275,NA,0.0175,0.1725,0,0.24,NA,NA,10.95,6.865,-0.214923183,-0.341042945,-0.791588468,NA,NA,NA,-0.40706698,-0.732372691,-0.113577504,NA,0.762615016,NA,-0.597564968,-0.728212327,-0.1699893,-0.511909467,NA,NA,-0.367800422,0.006348784
UPPER PACKTRAIL POTHOLE,2000,NA,1.03,0.0975,NA,NA,NA,0,0.1125,0.28,NA,0.0275,NA,0.01,0.125,0,0.3775,NA,NA,9.725,6.6325,NA,-0.450559533,-0.159343818,NA,NA,NA,-0.40706698,-0.652443284,-0.21918066,NA,0.762615016,NA,-0.621536056,-0.866675326,-0.1699893,-0.458797377,NA,NA,-0.431833966,-0.463418321
UPPER PACKTRAIL POTHOLE,2001,NA,0.97,0.0525,NA,NA,NA,0,0.065,0.27,NA,0.02,NA,0.01,0.1175,0,0.3225,NA,NA,9.35,6.6675,NA,-0.472462851,-0.791588468,NA,NA,NA,-0.40706698,-1.032107964,-0.235427299,NA,0.333663329,NA,-0.621536056,-0.888537905,-0.1699893,-0.480042213,NA,NA,-0.451436071,-0.392700692
UPPER PACKTRAIL POTHOLE,2002,NA,1.1375,0.0475,NA,NA,NA,0,0.0975,0.32,NA,0.02,NA,0.01,0.1475,0,0.2475,NA,NA,10.225,6.895,NA,-0.411316089,-0.861837873,NA,NA,NA,-0.40706698,-0.772337394,-0.154194102,NA,0.333663329,NA,-0.621536056,-0.80108759,-0.1699893,-0.509012444,NA,NA,-0.405697825,0.066963894
UPPER PACKTRAIL POTHOLE,2003,NA,1.084,0.064,NA,NA,NA,0,0.126,0.31,NA,0.032,NA,0.03,0.204,0,0.354,NA,NA,10.14,6.728,NA,-0.430846548,-0.630014835,NA,NA,NA,-0.40706698,-0.544538586,-0.170440742,NA,1.019986028,NA,-0.557613156,-0.636389496,-0.1699893,-0.467874716,NA,NA,-0.410140969,-0.27046022
UPPER PACKTRAIL POTHOLE,2004,NA,1.035,0.0675,NA,NA,NA,0,0.1025,0.2925,NA,0.025,NA,0.01,0.1525,0,0.365,NA,NA,8.7,6.68,NA,-0.448734257,-0.580840251,NA,NA,NA,-0.40706698,-0.732372691,-0.198872361,NA,0.61963112,NA,-0.621536056,-0.786512537,-0.1699893,-0.463625749,NA,NA,-0.485413054,-0.367444396
UPPER PACKTRAIL POTHOLE,2005,54.02,0.9,0.0525,NA,NA,NA,0,0.06,0.25,NA,0,NA,0.01,0.1425,0,0.2125,NA,NA,8.45,6.7075,-0.380577888,-0.498016722,-0.791588468,NA,NA,NA,-0.40706698,-1.072072667,-0.267920578,NA,-0.810207836,NA,-0.621536056,-0.815662642,-0.1699893,-0.522531885,NA,NA,-0.498481124,-0.311880545
UPPER PACKTRAIL POTHOLE,2006,NA,1.665,0.045,NA,NA,NA,0,0.105,0.265,NA,0,NA,0.01,0.17,0,0.235,NA,NA,9.1,6.705,NA,-0.218749421,-0.896962576,NA,NA,NA,-0.40706698,-0.712390339,-0.243550619,NA,-0.810207836,NA,-0.621536056,-0.735499853,-0.1699893,-0.513840816,NA,NA,-0.464504141,-0.316931804
UPPER PACKTRAIL POTHOLE,2007,57.85,1.12,0.04,NA,NA,NA,0,0.083333333,0.283333333,NA,0,NA,0.01,0.14,0,0.26,NA,NA,9.893333333,6.71,-0.359450432,-0.417704557,-0.967211981,NA,NA,NA,-0.40706698,-0.885570719,-0.213765113,NA,-0.810207836,NA,-0.621536056,-0.822950169,-0.1699893,-0.504184072,NA,NA,-0.423034798,-0.306829286
UPPER PACKTRAIL POTHOLE,2016,100.875,1.235,0.07,NA,2.575,NA,0.015,0.065,0.345,NA,0.03,NA,0.05,0.27,0,0.15,0.23,NA,10.66,6.785,-0.122111315,-0.375723198,-0.545715548,NA,1.237107573,NA,-0.094152064,-1.032107964,-0.113577504,NA,0.905598912,NA,-0.493690256,-0.443998802,-0.1699893,-0.546673744,0.797740038,NA,-0.382959383,-0.15529151
UPPER PACKTRAIL POTHOLE,2017,62.205,0.97,0.045,NA,2.84,NA,0.02,0.065,0.295,NA,0.02,NA,0,0.125,0,0.12,0.255,NA,6.91,6.935,-0.335426914,-0.472462851,-0.896962576,NA,1.481697256,NA,0.010152908,-1.032107964,-0.194810701,NA,0.333663329,NA,-0.653497506,-0.866675326,-0.1699893,-0.558261836,1.051651434,NA,-0.578980436,0.147784041
UPPER PACKTRAIL POTHOLE,2018,77.18,1.23,0.055,NA,4.445,NA,0.015,0.105,0.41,NA,0.015,NA,0.075,0.13,0,0.22,0.365,NA,10.79,6.52,-0.252820214,-0.377548474,-0.756463765,NA,2.963080054,NA,-0.094152064,-0.712390339,-0.007974348,NA,0.047695538,NA,-0.41378663,-0.852100274,-0.1699893,-0.519634862,2.168861574,NA,-0.376163987,-0.690724984
UPPER PACKTRAIL POTHOLE,2019,74.8,1.43,0.02,NA,2.11,NA,0,0.09,0.46,NA,0.06,NA,0.08,0.15,0,0.19,0.2,NA,9.57,6.68,-0.265949025,-0.304537415,-1.248209603,NA,0.807921903,NA,-0.40706698,-0.832284448,0.073258848,NA,2.621405659,NA,-0.397805905,-0.793800063,-0.1699893,-0.531222954,0.493046364,NA,-0.439936169,-0.367444396
UPPER PACKTRAIL POTHOLE,2020,96.135,1.13,0.055,NA,3.93,NA,0.015,0.095,0.41,NA,0.05,NA,0.09,0.17,0,0.255,0.36,NA,10.39,6.845,-0.148258611,-0.414054004,-0.756463765,NA,2.487745387,NA,-0.094152064,-0.792319745,-0.007974348,NA,2.049470077,NA,-0.365844455,-0.735499853,-0.1699893,-0.506115421,2.118079295,NA,-0.397072899,-0.034061289
UPPER PACKTRAIL POTHOLE,2021,74.61,1.1,0.11,NA,4.19,NA,0.015,0.08,0.26,NA,0.03,NA,0.1,0.155,0,0.275,0.43,NA,8.36,6.805,-0.266997123,-0.425005663,0.016279696,NA,2.72772017,NA,-0.094152064,-0.912213855,-0.251673938,NA,0.905598912,NA,-0.333883005,-0.779225011,-0.1699893,-0.498390026,2.829031203,NA,-0.503185629,-0.114881437
UPPER PACKTRAIL POTHOLE,2022,81.78,1.19,0.08,NA,2.355,NA,0.015,0.08,0.36,NA,0.05,NA,0.085,0.17,0,0.21,0.24,NA,9.42,6.86,-0.227445201,-0.392150686,-0.405216737,NA,1.034051987,NA,-0.094152064,-0.912213855,-0.089207545,NA,2.049470077,NA,-0.38182518,-0.735499853,-0.1699893,-0.523497559,0.899304597,NA,-0.447777011,-0.003753734
UPPER PACKTRAIL POTHOLE,2023,85.13,1.26,0.06,NA,3.09,NA,0.01,0.11,0.42,NA,0.03,NA,0.04,0.19,0,0.24,0.36,NA,9.55,6.76,-0.208965572,-0.366596815,-0.686214359,NA,1.71244224,NA,-0.198457036,-0.672425636,0.008272291,NA,0.905598912,NA,-0.525651706,-0.677199643,-0.1699893,-0.511909467,2.118079295,NA,-0.440981615,-0.205804102
UPPER SUNLIGHT LAKE,1985,33.66666667,1.633333333,0.193333333,NA,NA,NA,0,0.17,0.18,NA,0,NA,0.266666667,0.256666667,0,2.1,NA,NA,13.33333333,7.133333333,-0.492853127,-0.230309505,1.187103121,NA,NA,NA,-0.40706698,-0.192849199,-0.381647053,NA,-0.810207836,NA,0.198807829,-0.482865609,-0.1699893,0.206552255,NA,NA,-0.243218152,0.54851727
UPPER SUNLIGHT LAKE,1986,35.33333333,1.233333333,0.183333333,NA,NA,NA,0,0.14,0.156666667,NA,0,NA,0.426666667,0.22,0,1.6,NA,NA,11,6.633333333,-0.483659282,-0.376331623,1.04660431,NA,NA,NA,-0.40706698,-0.432637417,-0.419555878,NA,-0.810207836,NA,0.710191031,-0.589749327,-0.1699893,0.013417384,NA,NA,-0.365186808,-0.461734567
UPPER SUNLIGHT LAKE,1987,35.5,1.2,0.17,NA,NA,NA,0,0.125,0.185,NA,0,NA,0.135,0.22,0,1.8,NA,NA,13.5,7.13,-0.482739897,-0.388500133,0.859272562,NA,NA,NA,-0.40706698,-0.552531527,-0.373523733,NA,-0.810207836,NA,-0.22201793,-0.589749327,-0.1699893,0.090671332,NA,NA,-0.234506105,0.541782258
UPPER SUNLIGHT LAKE,1988,35.05,1.6,0.11,NA,NA,NA,0,0.105,0.215,NA,0,NA,0.265,0.2,0,2.05,NA,NA,12,8.3,-0.485222236,-0.242478015,0.016279696,NA,NA,NA,-0.40706698,-0.712390339,-0.324783815,NA,-0.810207836,NA,0.193480921,-0.648049538,-0.1699893,0.187238768,NA,NA,-0.312914527,2.905771559
UPPER SUNLIGHT LAKE,1990,45.9,1.733333333,0.07,NA,NA,NA,0,0.133333333,0.243333333,NA,0,NA,0.086666667,0.196666667,0,2.7,NA,NA,15.66666667,6.67,-0.425370303,-0.193803975,-0.545715548,NA,NA,NA,-0.40706698,-0.485923688,-0.278751671,NA,-0.810207836,NA,-0.376498272,-0.657766239,-0.1699893,0.438314101,NA,NA,-0.121249497,-0.387649433
UPPER SUNLIGHT LAKE,1991,49.7,1.9,0.07,NA,NA,NA,0,0.11,0.22,NA,0,NA,0.04,0.18,0,2.8,NA,NA,15.3,7.28,-0.404408335,-0.132961426,-0.545715548,NA,NA,NA,-0.40706698,-0.672425636,-0.316660496,NA,-0.810207836,NA,-0.525651706,-0.706349748,-0.1699893,0.476941075,NA,NA,-0.140416,0.844857809
UPPER SUNLIGHT LAKE,1992,48.83333333,1.873333333,0.076666667,NA,NA,NA,0,0.133333333,0.22,NA,0,NA,0.086666667,0.276666667,0,3,NA,NA,16.16666667,6.826666667,-0.409189135,-0.142696234,-0.452049674,NA,NA,NA,-0.40706698,-0.485923688,-0.316660496,NA,-0.810207836,NA,-0.376498272,-0.424565398,-0.1699893,0.554195024,NA,NA,-0.095113356,-0.071103857
UPPER SUNLIGHT LAKE,1993,35.7,1.4,0.05,NA,NA,NA,0,0.08,0.17,NA,0,NA,0.22,0.14,0,1.9,NA,NA,12,7.6,-0.481636636,-0.315489074,-0.82671317,NA,NA,NA,-0.40706698,-0.912213855,-0.397893692,NA,-0.810207836,NA,0.049654396,-0.822950169,-0.1699893,0.129298307,NA,NA,-0.312914527,1.491418986
UPPER SUNLIGHT LAKE,1994,41.95,1.7,0.075,NA,NA,NA,0,0.11,0.205,NA,0.005,NA,0.2,0.21,0,2.95,NA,NA,14.45,6.39,-0.447159716,-0.205972485,-0.475466143,NA,NA,NA,-0.40706698,-0.672425636,-0.341030455,NA,-0.524240044,NA,-0.014268504,-0.618899433,-0.1699893,0.534881537,NA,NA,-0.184847438,-0.953390462
UPPER SUNLIGHT LAKE,1995,36.6,1.5,0.055,NA,NA,NA,0,0.095,0.185,NA,0,NA,0.29,0.155,0,2.4,NA,NA,13.1,6.425,-0.476671959,-0.278983544,-0.756463765,NA,NA,NA,-0.40706698,-0.792319745,-0.373523733,NA,-0.810207836,NA,0.273384546,-0.779225011,-0.1699893,0.322433178,NA,NA,-0.255415018,-0.882672833
UPPER SUNLIGHT LAKE,1996,37.4,1.715,0.07,NA,NA,NA,0,0.095,0.205,NA,0.005,NA,0.235,0.18,0,2.79,NA,NA,NA,6.725,-0.472258914,-0.200496656,-0.545715548,NA,NA,NA,-0.40706698,-0.792319745,-0.341030455,NA,-0.524240044,NA,0.097596571,-0.706349748,-0.1699893,0.473078378,NA,NA,NA,-0.276521731
UPPER SUNLIGHT LAKE,1998,33.8,1.81,0.05,NA,NA,NA,0,0.095,0.225,NA,0,NA,0.275,0.205,0,3.145,NA,NA,NA,6.625,-0.49211762,-0.165816403,-0.82671317,NA,NA,NA,-0.40706698,-0.792319745,-0.308537176,NA,-0.810207836,NA,0.225442371,-0.633474485,-0.1699893,0.610204137,NA,NA,NA,-0.478572098
UPPER SUNLIGHT LAKE,1999,43.55,1.97,0.065,NA,NA,NA,0,0.13,0.24,NA,0.01,NA,0.39,0.21,0,3.09,NA,NA,NA,6.695,-0.438333625,-0.107407555,-0.615964954,NA,NA,NA,-0.40706698,-0.512566823,-0.284167217,NA,-0.238272253,NA,0.592999047,-0.618899433,-0.1699893,0.588959301,NA,NA,NA,-0.337136841
UPPER SUNLIGHT LAKE,2000,NA,1.96,0.05,NA,NA,NA,0,0.13,0.24,NA,0.02,NA,0.26,0.2,0,3.04,NA,NA,14.6,6.32,NA,-0.111058108,-0.82671317,NA,NA,NA,-0.40706698,-0.512566823,-0.284167217,NA,0.333663329,NA,0.177500196,-0.648049538,-0.1699893,0.569645814,NA,NA,-0.177006596,-1.094825719
UPPER SUNLIGHT LAKE,2001,NA,2.22,0.06,NA,NA,NA,0,0.12,0.28,NA,0.02,NA,0.4,0.215,0,4.05,NA,NA,18.55,6.65,NA,-0.016143731,-0.686214359,NA,NA,NA,-0.40706698,-0.59249623,-0.21918066,NA,0.333663329,NA,0.624960497,-0.60432438,-0.1699893,0.959778254,NA,NA,0.029468913,-0.428059506
UPPER SUNLIGHT LAKE,2002,NA,2.94,0.085,NA,NA,NA,0,0.17,0.365,NA,0.02,NA,0.53,0.26,0,5.755,NA,NA,24.45,6.835,NA,0.246696082,-0.334967332,NA,NA,NA,-0.40706698,-0.192849199,-0.081084225,NA,0.333663329,NA,1.040459348,-0.473148907,-0.1699893,1.618368166,NA,NA,0.337875371,-0.054266326
UPPER SUNLIGHT LAKE,2003,NA,3.73,0.09,NA,NA,NA,0,0.17,0.49,NA,0.02,NA,0.385,0.365,0,8.355,NA,NA,30.4,6.79,NA,0.535089765,-0.264717926,NA,NA,NA,-0.40706698,-0.192849199,0.121998766,NA,0.333663329,NA,0.577018322,-0.167072803,-0.1699893,2.622669498,NA,NA,0.648895442,-0.145188992
UPPER SUNLIGHT LAKE,2004,NA,3.59,0.105,NA,NA,NA,0,0.145,0.48,NA,0.03,NA,0.52,0.225,0,7.66,NA,NA,28.35,6.55,NA,0.483982024,-0.05396971,NA,NA,NA,-0.40706698,-0.392672714,0.105752127,NA,0.905598912,NA,1.008497898,-0.575174275,-0.1699893,2.354212027,NA,NA,0.541737266,-0.630109874
UPPER SUNLIGHT LAKE,2006,NA,3.2,0.09,NA,NA,NA,0,0.14,0.43,NA,0,NA,0.01,0.3,0,6.66,NA,NA,25.8,6.75,NA,0.341610458,-0.264717926,NA,NA,NA,-0.40706698,-0.432637417,0.02451893,NA,-0.810207836,NA,-0.621536056,-0.356548486,-0.1699893,1.967942284,NA,NA,0.40844295,-0.226009139
UPPER SUNLIGHT LAKE,2007,NA,2.46,0.06,NA,NA,NA,0,0.13,0.33,NA,0,NA,0.08,0.25,0,4.43,NA,NA,20.51,6.73,NA,0.07146954,-0.686214359,NA,NA,NA,-0.40706698,-0.512566823,-0.137947463,NA,-0.810207836,NA,-0.397805905,-0.502299012,-0.1699893,1.106560756,NA,NA,0.131922584,-0.266419212
UPPER SUNLIGHT LAKE,2016,37.78,3.96,0.11,NA,0.41,NA,0.38,0.18,0.57,NA,0.01,NA,0.3,0.43,0,7.95,0.1,NA,27.65,6.85,-0.470162717,0.619052483,0.016279696,NA,-0.761143988,NA,7.520110906,-0.112919792,0.251971881,NA,-0.238272253,NA,0.305345996,0.022402881,-0.1699893,2.466230252,-0.522599219,NA,0.50514667,-0.023958771
UPPER SUNLIGHT LAKE,2017,51.365,3,0.08,NA,0.41,NA,0.36,0.15,0.44,NA,0.025,NA,0.205,0.345,0,5.735,0.085,NA,21.22,6.84,-0.395223684,0.268599399,-0.405216737,NA,-0.761143988,NA,7.102891018,-0.352708011,0.04076557,NA,0.61963112,NA,0.001712221,-0.225373013,-0.1699893,1.610642771,-0.674946056,NA,0.169035903,-0.044163808
UPPER SUNLIGHT LAKE,2018,79.035,3.54,0.1,NA,0.79,NA,0.2,0.215,0.585,NA,0.01,NA,0.06,0.39,0,7.42,0.115,NA,29.17,6.655,-0.242587464,0.465729259,-0.124219115,NA,-0.410411612,NA,3.765131907,0.166833129,0.27634184,NA,-0.238272253,NA,-0.461728806,-0.09419754,-0.1699893,2.261507288,-0.370252381,NA,0.584600536,-0.417956988
UPPER SUNLIGHT LAKE,2019,57.09,3.6,0.065,NA,0.475,NA,0.255,0.125,0.465,NA,0.03,NA,0.145,0.245,0,5.52,0.1,NA,21.57,6.865,-0.363642825,0.487632577,-0.615964954,NA,-0.701150292,NA,4.912486601,-0.552531527,0.081382168,NA,0.905598912,NA,-0.19005648,-0.516874065,-0.1699893,1.527594776,-0.522599219,NA,0.187331202,0.006348784
UPPER SUNLIGHT LAKE,2020,76.53,3.51,0.09,NA,0.725,NA,0.28,0.195,0.405,NA,0.04,NA,0.095,0.325,0,8.4,0.095,NA,27.38,6.85,-0.256405813,0.4547776,-0.264717926,NA,-0.470405308,NA,5.434011462,0.006974317,-0.016097668,NA,1.477534494,NA,-0.34986373,-0.283673223,-0.1699893,2.640051636,-0.573381498,NA,0.491033154,-0.023958771
UPPER SUNLIGHT LAKE,2021,58.675,3.315,0.09,NA,0.775,NA,0.39,0.18,0.485,NA,0.025,NA,0.085,0.265,0,7.455,0.1,NA,25.03,6.825,-0.354899478,0.383591818,-0.264717926,NA,-0.424256311,NA,7.728720851,-0.112919792,0.113875447,NA,0.61963112,NA,-0.38182518,-0.458573854,-0.1699893,2.275026729,-0.522599219,NA,0.368193294,-0.074471363
UPPER SUNLIGHT LAKE,2022,60.415,3.285,0.1,NA,0.67,NA,0.365,0.175,0.42,NA,0.03,NA,0.155,0.34,0,7.81,0.1,NA,25.54,6.855,-0.345301104,0.372640159,-0.124219115,NA,-0.521169205,NA,7.20719599,-0.152884495,0.008272291,NA,0.905598912,NA,-0.15809503,-0.239948066,-0.1699893,2.412152488,-0.522599219,NA,0.394852157,-0.013856253
